ROI,X,Y,T,Contour,Max. Feret diam.,Elongation ratio,Avg. ch 0
21849,588,554,135,3.1415926536,0,0,59
21850,356.125,557.875,135,8.8710678119,2.8284271247,1.209896735,60.25
21851,502,532,135,3.1415926536,0,0,74
21852,605.9473684211,533.0789473684,135,22.1134559673,7.2111025509,1.2622286902,61.5263157895
21853,581,526,135,9.2568542495,2,1,64.6
21854,439.9253731343,527.8358208955,135,28.9276695297,10,1.238681708,85.8805970149
21855,643.8703703704,545.8518518519,135,30.0845237792,11.401754251,2.1065955716,55.6851851852
21856,246.7083333333,544.7083333333,135,16.9708152802,5.3851648071,1.2759781535,51.9583333333
21857,569,539.7142857143,135,8.8710678119,2.2360679775,1,72.2857142857
21858,296.6666666667,537.8888888889,135,10.2852813742,3.1622776602,1.5572201791,62.5555555556
21859,533.5454545455,512.1818181818,135,14.3994949366,4.1231056256,1.3859098319,76.7272727273
21860,488.873015873,510.126984127,135,28.2847763109,9.8488578018,1.3281701338,99.2063492063
21861,517.5,509.6956521739,135,23.1421356237,8.2462112512,1.5532093327,82.0434782609
21862,220,503,135,3.1415926536,0,0,56
21863,279.9032258065,522.8064516129,135,19.1563491861,6.3245553203,1.2286883063,54.8064516129
21864,630.3,518.8,135,10.9281745931,3.6055512755,1.6779417418,56.5
21865,640.8333333333,516.8333333333,135,8.8710678119,2.2360679775,1.7320508076,58.6666666667
21866,477.3181818182,519.3636363636,135,28.6705627485,10.295630141,1.385494151,92.8484848485
21867,337.875,494.875,135,8.8710678119,2.8284271247,1.209896735,67.875
21868,181.9375,497.21875,135,20.0563491861,6.3245553203,1.2226178269,64.90625
21869,359.75,492,135,7.8426406871,2,0,78.75
21870,207.6428571429,493.2857142857,135,12.7281745931,4.2426406871,1.2181566014,60.5714285714
21871,583.5,502.1428571429,135,17.4852813742,5.8309518948,1.2563289636,76.1785714286
21872,476.2,503,135,10.6710678119,3.1622776602,1.4849792192,81.8
21873,441.95,501.325,135,27.5132034356,9.4339811321,2.2540287771,74.45
21874,798.4,499.9333333333,135,13.3708152802,4.1231056256,1.3540903547,48.6
21875,498.5714285714,485.5714285714,135,19.0279220614,7.0710678119,1.5801535103,71.6071428571
21876,557.75,485,135,7.8426406871,2,0,71
21877,795.1176470588,482.6176470588,135,20.4421356237,6.7082039325,1.355275068,53.6470588235
21878,846.8333333333,483.7222222222,135,15.1708152802,4.472135955,1.265888825,59.3333333333
21879,479,491.3529411765,135,14.5279220614,4.1231056256,1.0317047702,73.9411764706
21880,618.2,492.08,135,20.0563491861,7.2801098893,2.2661847833,65.84
21881,404.5,487.5,135,19.2852813742,7.0710678119,1.1454517558,83.8529411765
21882,853.5,487.5,135,5.6568542495,1.4142135624,0,67.5
21883,223,464,135,9.2568542495,2.8284271247,1,62.1111111111
21884,582.4761904762,462.7619047619,135,23.6563491861,8.5440037453,1.606328273,69.2857142857
21885,247.4,472.5555555556,135,27.3847763109,10.4403065089,2.0529581384,59.0222222222
21886,368.962962963,468.2222222222,135,19.0279220614,6.3245553203,1.4708440206,74.7037037037
21887,823.1153846154,469.6538461538,135,17.0994949366,6.4031242374,1.4199718657,56.8461538462
21888,480.4074074074,469.4814814815,135,17.9992424049,5.8309518948,1.3641638336,77.3703703704
21889,643.5277777778,480.25,135,32.1416305603,12.2065556157,1.8835467228,62.1527777778
21890,389.5714285714,471.619047619,135,15.2994949366,5.3851648071,1.668346823,74.0952380952
21891,220.1111111111,450.9444444444,135,14.7850288425,4.472135955,1.2936573461,56.5
21892,399.6363636364,450.0454545455,135,24.1705627485,8.0622577483,1.3376687924,83.7954545455
21893,834.2,458.1666666667,135,20.0563491861,6.3245553203,1.3090345716,58.7
21894,612.5,453,135,13.113708499,5,2.0683120673,60.6428571429
21895,203.5,459.5,135,14.913708499,5.0990195136,1.707665229,59.0625
21896,856.875,457.125,135,8.8710678119,2.8284271247,1.209896735,62.125
21897,527.9666666667,461.7333333333,135,18.513708499,6.7082039325,1.5231639593,71.5333333333
21898,842.5,459,135,10.2852813742,3,1.4142135624,63.75
21899,619,424,135,3.1415926536,0,0,70
21900,580,427,135,3.1415926536,0,0,73
21901,490.5,429.5,135,5.6568542495,1.4142135624,0,83.75
21902,426.5454545455,432.8636363636,135,17.2279220614,5.0990195136,1.1979298797,87.5454545455
21903,751.5,434,135,5.1415926536,1,0,46.5
21904,314.5,439,135,7.4568542495,2.2360679775,0,64.25
21905,534.8333333333,442.7222222222,135,15.1708152802,4.472135955,1.265888825,71.1666666667
21906,451.2647058824,447.75,135,29.5703102168,9.8488578018,1.298927785,90.3529411765
21907,868,405,135,3.1415926536,0,0,52
21908,517.8785046729,415.6635514019,135,42.2982322781,14.8660687473,1.8942087414,97.5700934579
21909,331,412,135,14.913708499,5.6568542495,1.7320508076,76.1578947368
21910,374,412.8125,135,14.2710678119,5.0990195136,2.5187269887,76.9375
21911,584,411.5,135,7.4568542495,2.2360679775,0,70.1666666667
21912,276.1111111111,413.3333333333,135,10.2852813742,3.1622776602,1.5572201791,60
21913,422.4,422.4333333333,135,20.9563491861,6.3245553203,1.1862278782,92.5333333333
21914,502,423,135,9.2568542495,2.8284271247,1,71.4444444444
21915,905.8275862069,387.9310344828,135,34.5845237792,12.2065556157,2.2183627297,61
21916,541,384,135,3.1415926536,0,0,59
21917,574.2903225806,384.7419354839,135,20.4421356237,6.3245553203,1.3027406538,56.1612903226
21918,317.5806451613,385.5483870968,135,18.7708152802,5.8309518948,1.0567524165,74.4193548387
21919,477.8823529412,379.6470588235,135,26.9989898732,9.8488578018,1.7469709266,84.7647058824
21920,863.5,380.5,135,19.0279220614,5.8309518948,1.1242534578,57.3
21921,696.5,372.5,135,12.0852813742,4.2426406871,1.3222967586,43.9285714286
21922,396.4166666667,375.0833333333,135,19.5421356237,5.3851648071,1.128013287,76.7083333333
21923,724.5,397,135,5.1415926536,1,0,45.5
21924,474.0555555556,404.8888888889,135,14.7850288425,4.472135955,1.2936573461,77.7777777778
21925,247.5925925926,398.1111111111,135,26.9989898732,9.2195444573,1.3720479611,64.3333333333
21926,506.5384615385,396.3076923077,135,18.6421356237,5.8309518948,1.2906985576,69.3076923077
21927,811,386,135,3.1415926536,0,0,40
21928,843.5,393.5,135,5.6568542495,1.4142135624,0,50
21929,599.7407407407,387.8148148148,135,26.3560966544,8.2462112512,1.1596717879,70.5740740741
21930,422.4705882353,401.7132352941,135,70.4553390593,31.1448230048,5.8295067803,94.7941176471
21931,865.5238095238,354.5,135,27.1276695297,10.6301458127,2.2809658068,54.8571428571
21932,398.9230769231,353.9230769231,135,20.3134559673,6.7082039325,1.7478152995,77.0769230769
21933,680.6666666667,350.6666666667,135,9.2568542495,2.8284271247,1.7320508076,44.3333333333
21934,528.5185185185,353.7592592593,135,26.3560966544,8.2462112512,1.1472678251,59.8148148148
21935,796,349,135,17.7421356237,6.3245553203,1.5350140469,57.5185185185
21936,607.1132075472,350.3773584906,135,26.3560966544,8.94427191,1.3498635501,56.8490566038
21937,644,346.75,135,7.8426406871,2,0,46.25
21938,349.3636363636,337.4318181818,135,24.2992424049,7.6157731059,1.2972558286,74.3636363636
21939,614.3333333333,369.3333333333,135,6.0426406871,1.4142135624,0,51.3333333333
21940,637.3125,368.53125,135,20.4421356237,6.3245553203,1.1183330679,47.34375
21941,576,367.5,135,13.8852813742,5,1.433293184,55.1666666667
21942,449.6451612903,365.2903225806,135,19.1566017178,7.0710678119,1.332007698,74.8064516129
21943,745,362.7142857143,135,8.8710678119,2.2360679775,1,55.5714285714
21944,406.2142857143,361.8571428571,135,15.4279220614,5.6568542495,2.5944477208,78.4285714286
21945,588.0416666667,360.1666666667,135,24.6847763109,8.2462112512,1.2994762394,61.1875
21946,842.6666666667,355.6666666667,135,6.0426406871,1.4142135624,0,58
21947,551.5,288.5,135,5.6568542495,1.4142135624,0,49.5
21948,602,294,135,18.513708499,6.3245553203,1.489665435,50.4838709677
21949,671.9166666667,298.1666666667,135,12.0852813742,4.1231056256,1.9573683597,42.8333333333
21950,651.0476190476,323.9523809524,135,17.8710678119,7.0710678119,3.4270208508,49.4761904762
21951,265.5,327.5,135,5.6568542495,1.4142135624,0,44.25
21952,592.5161290323,331.3870967742,135,29.0560966544,9.4868329805,1.3166660938,54.7096774194
21953,302.9444444444,336.25,135,22.1134559673,6.4031242374,1.0873635139,60.5
21954,640.7179487179,307.4615384615,135,21.5992424049,7.2801098893,1.3352102363,49.0512820513
21955,607.1176470588,312.7647058824,135,15.1708152802,5,1.7146748883,46.8823529412
21956,579.5,318.5,135,27.7705627485,9.4868329805,1.2663204379,62.0147058824
21957,740.04,316.6,135,16.9708152802,5.3851648071,1.2087120864,56.4
21958,682.953125,796.953125,136,34.0703102168,13.416407865,2.1675171021,59.484375
21959,682.4666666667,771.3333333333,136,13.4994949366,4.472135955,1.4885104348,59.4666666667
21960,669.3333333333,768.3333333333,136,6.0426406871,1.4142135624,0,58.3333333333
21961,692.9411764706,763.1764705882,136,15.4279220614,4.472135955,1.2093756656,45.4117647059
21962,658.5555555556,718.3333333333,136,10.9281745931,3.1622776602,1.5673477664,47.7777777778
21963,451.92,706.2,136,17.9994949366,5.6568542495,1.1736007243,51.08
21964,468.1481481481,694.037037037,136,32.7847763109,10.4403065089,1.150187478,78.8148148148
21965,407.125,689.25,136,10.2852813742,3.6055512755,2.2209909407,62.5
21966,420.2142857143,681.5,136,17.7421356237,5.3851648071,1.0099349944,72.9285714286
21967,321.3214285714,677.8214285714,136,18.3850288425,5.8309518948,1.170824106,62.0714285714
21968,401.0833333333,676.0833333333,136,18.5134559673,6.3245553203,1.7363326675,58.4583333333
21969,652.2,664.82,136,26.9989898732,9.2195444573,1.5820689823,53.42
21970,426.375,663.25,136,10.9281745931,3.1622776602,1.7790701871,61.875
21971,394,659.5,136,5.1415926536,1,0,59.5
21972,497.75,657.4,136,15.9421356237,5.8309518948,1.9133083448,68
21973,486.6756756757,651,136,23.141883092,7.2801098893,1.4443811282,80.1891891892
21974,440.3902439024,657.4634146341,136,25.5847763109,9.4868329805,2.1365469902,70.2926829268
21975,257.3846153846,644.6153846154,136,11.6994949366,3.6055512755,1.1951767897,52.9230769231
21976,270.4464285714,649.2321428571,136,27.5134559673,9.2195444573,1.2766311707,63.7321428571
21977,467.6666666667,644.5777777778,136,25.7134559673,9.4868329805,2.1293777769,68.6888888889
21978,643.7741935484,643.6021505376,136,39.3416305603,15.1327459504,2.1669794913,64.2903225806
21979,237.3,637.2,136,12.3423881554,4.472135955,2.5000651393,52
21980,422,642.5,136,17.4852813742,7,3.3809691115,70.3
21981,273.3846153846,631.9230769231,136,14.2708152802,4.1231056256,1.4286522165,55
21982,765.9166666667,633.3333333333,136,12.0852813742,3.6055512755,1.1938422762,49.5
21983,237.2142857143,625.6428571429,136,13.113708499,4.1231056256,1.365627618,53.6428571429
21984,486.2352941176,625.9411764706,136,14.1423881554,4.472135955,1.3790573521,79.8235294118
21985,480,618.2,136,10.6710678119,3.1622776602,1.4849792192,82.6
21986,645,622.5,136,7.4568542495,2.2360679775,0,49.1666666667
21987,511.6086956522,615.347826087,136,16.3279220614,5.3851648071,1.2748733813,74.6086956522
21988,336.4117647059,618.8823529412,136,13.4994949366,4.472135955,1.3593049359,65.4117647059
21989,467.2666666667,611.3333333333,136,13.4994949366,4.1231056256,1.2722483418,73.2666666667
21990,408.6,610.9666666667,136,20.0563491861,6.0827625303,1.1436750107,62.1
21991,219.6,614.6,136,12.4710678119,4.2426406871,1.1233108048,54.9333333333
21992,199.3636363636,612.0909090909,136,10.6710678119,3.6055512755,1.5590873763,61
21993,396.3125,606.9375,136,13.7566017178,4.472135955,1.4720031179,60.625
21994,317,604,136,3.1415926536,0,0,46
21995,693.5833333333,607.3333333333,136,18.2563491861,5.3851648071,1.1598522052,59.875
21996,672.9,606.95,136,15.1708152802,4.472135955,1.0816945753,53.75
21997,493.4,598.48,136,18.8992424049,5.8309518948,1.226374749,72.76
21998,185,596,136,3.1415926536,0,0,61
21999,648,601.5,136,5.1415926536,1,0,79.5
22000,540.2535211268,601.8591549296,136,33.8129509039,12.0415945788,1.7869786831,85.3802816901
22001,513.4090909091,592.1818181818,136,16.8421356237,5.3851648071,1.3842473026,71.1818181818
22002,179.3846153846,592.4615384615,136,19.2850288425,5.8309518948,1.1310977442,66.4230769231
22003,577.28,597.6,136,18.8992424049,5.3851648071,1.125370362,56.56
22004,635.3636363636,600.5113636364,136,40.4987373415,14.5602197786,2.1950173092,91.4659090909
22005,341,578.5,136,5.1415926536,1,0,58
22006,675.7878787879,586.3636363636,136,20.6992424049,6.7082039325,1.3535830179,58.7878787879
22007,644.7419354839,590,136,20.1850288425,6.7082039325,1.4840815022,87.7096774194
22008,625.2857142857,589,136,8.8710678119,2.2360679775,1,67.5714285714
22009,182.8181818182,570.8181818182,136,12.0852813742,3.1622776602,1,68.5454545455
22010,169.8125,571.5,136,13.7566017178,4.472135955,1.4577359137,65
22011,367,573,136,3.1415926536,0,0,72
22012,660.8085106383,580.2127659574,136,24.4279220614,9.2195444573,1.380348458,79.2340425532
22013,540,558.5,136,7.4568542495,2.2360679775,0,64.5
22014,375,564,136,14.913708499,4.472135955,1,73.5238095238
22015,609,565.25,136,7.8426406871,2,0,52.5
22016,215.5925925926,570.7407407407,136,17.9992424049,5.3851648071,1.0701593982,55.4444444444
22017,356.1111111111,557.6666666667,136,10.2852813742,3.1622776602,1.5572201791,63
22018,518,556.5,136,7.4568542495,2.2360679775,0,80.6666666667
22019,655.7352941176,560,136,19.5421356237,6.3245553203,1.1873461245,63.5294117647
22020,193.5,558.5,136,5.6568542495,1.4142135624,0,60.75
22021,644.5636363636,545.3090909091,136,30.8558441227,11.401754251,2.2363634546,55.2
22022,569.5,539,136,10.2852813742,3.6055512755,1.6847456358,74.7
22023,296.5,538.5,136,5.6568542495,1.4142135624,0,64
22024,606.7837837838,532.4594594595,136,20.313708499,7.2111025509,1.2638131083,61.1351351351
22025,588.8333333333,553.1666666667,136,8.8710678119,2.2360679775,1.7320508076,61.6666666667
22026,436.3157894737,553,136,16.9708152802,5.3851648071,1.476806701,61
22027,492.8888888889,543.3333333333,136,10.2852813742,3.1622776602,1.5572201791,75.4444444444
22028,246.2916666667,545.0416666667,136,19.2850288425,6.0827625303,1.3748283743,53.0416666667
22029,642,516.2857142857,136,8.8710678119,2.2360679775,1,55.7142857143
22030,478.0153846154,518.7384615385,136,29.5703102168,10.295630141,1.4601542302,92.4615384615
22031,534.4210526316,511.4210526316,136,15.1708152802,5.0990195136,1.639434898,80.4210526316
22032,489.8032786885,509.8196721311,136,26.7421356237,9.8488578018,1.5020897647,99.9344262295
22033,581.8333333333,525.1666666667,136,8.8710678119,2.2360679775,1.7320508076,68.8333333333
22034,440.3529411765,527.6764705882,136,30.2132034356,10,1.2227102204,85.9411764706
22035,279.8620689655,522.5862068966,136,18.1279220614,5.8309518948,1.1037949371,55.275862069
22036,631.3571428571,517.6428571429,136,13.7566017178,4.472135955,1.6906211709,56.3571428571
22037,799.6428571429,498.7857142857,136,13.113708499,4.1231056256,1.365627618,48.6428571429
22038,443.1219512195,501.7804878049,136,24.041883092,9.2195444573,2.0384285253,75.512195122
22039,338.5294117647,495.1176470588,136,14.1423881554,5,1.4218402507,70.1176470588
22040,182.2258064516,497.1935483871,136,20.6992424049,6.0827625303,1.1433203825,66.6451612903
22041,219.5,503,136,5.1415926536,1,0,55.5
22042,518.1956521739,508.9565217391,136,25.3276695297,8.2462112512,1.4709880966,82.3260869565
22043,584.2424242424,501.4242424242,136,19.7992424049,6.3245553203,1.205114851,73.0909090909
22044,477.0909090909,502.3636363636,136,10.6710678119,3.6055512755,1.5590873763,78
22045,404.7179487179,487.1794871795,136,21.5992424049,7.2111025509,1.2318055001,86.358974359
22046,855,486.5,136,7.4568542495,2.2360679775,0,63.6666666667
22047,848.1176470588,482.5294117647,136,14.1423881554,5,1.4218402507,59.0588235294
22048,498.88,484.76,136,17.3566017178,6.4031242374,1.4160161316,73.24
22049,207.3636363636,493.0909090909,136,10.6710678119,3.6055512755,1.5590873763,59.4545454545
22050,360,492.5,136,5.1415926536,1,0,81.5
22051,617.6666666667,490.9166666667,136,13.4994949366,4.472135955,1.9014096809,65.6666666667
22052,479.7857142857,491.3571428571,136,13.113708499,4.1231056256,1.365627618,73.6428571429
22053,369.0416666667,468.7083333333,136,16.9708152802,5.8309518948,1.4551139962,74.7083333333
22054,310.4285714286,465.7142857143,136,9.2568542495,3.1622776602,0,71.5714285714
22055,247.4791666667,472.8541666667,136,29.1847763109,11.401754251,2.1987273953,59.2291666667
22056,824.275862069,468.6896551724,136,20.0563491861,6.7082039325,1.5620854061,55.5517241379
22057,390,471.5,136,13.8852813742,5.3851648071,2.5525674747,76
22058,480.8846153846,469.3461538462,136,17.0994949366,6.4031242374,1.4199718657,77.9615384615
22059,797,481.5,136,19.5421356237,6.7082039325,1.3052164547,53.4705882353
22060,644.1917808219,479.698630137,136,35.8700576851,12.8062484749,1.9193038925,63.3287671233
22061,486.8333333333,453.8333333333,136,8.8710678119,2.2360679775,1.7320508076,75.1666666667
22062,613.5,452,136,16.713708499,6.4031242374,1.6187962999,60.9166666667
22063,858.3333333333,455.6666666667,136,6.0426406871,1.4142135624,0,58.3333333333
22064,835.8,457.5,136,18.7708152802,6.4031242374,1.1451064801,58.7666666667
22065,529,461,136,18.513708499,6.3245553203,1.489665435,71.2580645161
22066,203.3846153846,459.8461538462,136,13.113708499,4.472135955,1.9781635951,57.7692307692
22067,222.5,464.2857142857,136,12.0852813742,3.6055512755,1,63.2142857143
22068,583.4285714286,461.8571428571,136,25.0705627485,9.2195444573,1.7273891143,70.1904761905
22069,752.6666666667,433.6666666667,136,6.0426406871,1.4142135624,0,47.6666666667
22070,211.6666666667,438.6666666667,136,6.0426406871,1.4142135624,0,50
22071,314.4285714286,439.2857142857,136,9.2568542495,3.1622776602,0,65.2857142857
22072,535.6666666667,442.125,136,16.3279220614,5.3851648071,1.2706098691,70.6666666667
