ROI,X,Y,T,Contour,Max. Feret diam.,Elongation ratio,Avg. ch 0
1135,444.8181818182,628.4090909091,6,16.5850288425,5.8309518948,1.6827331879,81.6818181818
1136,703.8333333333,624.8333333333,6,8.8710678119,2.2360679775,1.7320508076,54
1137,222.5714285714,620.4428571429,6,33.1700576851,11.1803398875,1.4566114025,82.7857142857
1138,245.935483871,618.2741935484,6,29.5703102168,9.8488578018,1.2998088897,78.9193548387
1139,374.2380952381,619.8095238095,6,16.3279220614,5.3851648071,1.3970428216,69.380952381
1140,645.75,617.125,6,10.2852813742,3.6055512755,2.2209909407,49.75
1141,247.7777777778,609.1111111111,6,10.6710678119,3.6055512755,1.6566117962,88.4444444444
1142,213.8974358974,610.2307692308,6,23.9134559673,8.602325267,1.7102643149,81.641025641
1143,266,613,6,9.2568542495,2.8284271247,1,58
1144,631.1363636364,613.75,6,23.0134559673,8.0622577483,1.3504952213,69.3181818182
1145,241.3333333333,603.3333333333,6,11.6994949366,4.2426406871,1.7320508076,79.1666666667
1146,208.4035087719,597.9298245614,6,27.5134559673,9.8488578018,1.6218030579,84.2105263158
1147,763.6818181818,606.0909090909,6,17.2279220614,5.3851648071,1.2741930929,54.7727272727
1148,640.6666666667,604.3333333333,6,6.0426406871,1.4142135624,0,47.3333333333
1149,520.71875,591.34375,6,20.0563491861,6.3245553203,1.2263455267,87.5625
1150,531.2631578947,595.8596491228,6,34.5847763109,13.152946438,3.1097455624,84.350877193
1151,460.5517241379,595.4827586207,6,21.0850288425,7.8102496759,1.7340483442,83.2413793103
1152,540.3333333333,594.3333333333,6,6.0426406871,1.4142135624,0,71.3333333333
1153,212.5,576.5,6,17.7421356237,5.8309518948,1.2899059196,75.9642857143
1154,249.231884058,587.0144927536,6,38.3129509039,13.416407865,1.8520580021,76.6376811594
1155,293,583.5,6,5.1415926536,1,0,66
1156,615.3783783784,587.5405405405,6,22.4992424049,7.2801098893,1.3161269983,62.4594594595
1157,530.7857142857,568.5952380952,6,23.7847763109,7.6157731059,1.2824206478,79.3095238095
1158,282.4651162791,574.8372093023,6,26.8705627485,10.4403065089,2.0709145233,62.7209302326
1159,598.6202531646,576.4683544304,6,34.3271644663,11.7046999107,1.5626332728,72.1518987342
1160,200.2857142857,577.4081632653,6,25.4560966544,9.4868329805,1.7084898268,83.0204081633
1161,695.4,561.4,6,12.4710678119,4.2426406871,1.1233108048,56.4
1162,403.4347826087,564.9130434783,6,16.9708152802,6.0827625303,1.943930505,74.5217391304
1163,546.5833333333,567.9166666667,6,22.2421356237,7.8102496759,1.6018669453,76.3055555556
1164,242.1320754717,568.8679245283,6,28.927416998,8.2462112512,1.1265528238,80.320754717
1165,494,548,6,3.1415926536,0,0,78
1166,733.5,546.5,6,12.0852813742,4.2426406871,1.3222967586,69.2857142857
1167,630.4074074074,544.962962963,6,17.7423881554,6.4031242374,1.3159782516,60.5185185185
1168,449.5833333333,546.5277777778,6,21.8563491861,7.0710678119,1.2786184352,100.0277777778
1169,576.038961039,560.2857142857,6,31.3703102168,10.4403065089,1.2464275697,82.6493506494
1170,355,554.5,6,7.4568542495,2.2360679775,0,73
1171,740,553,6,14.913708499,4.472135955,1,64.4285714286
1172,471,554.3043478261,6,22.5271455129,8,1.9178030708,88.8695652174
1173,276.6379310345,539.5862068966,6,27.2563491861,9.2195444573,1.225624839,86.7586206897
1174,259.5,537.5,6,9.2568542495,3.1622776602,0,56.8333333333
1175,378.7142857143,536,6,8.8710678119,2.2360679775,1,73.2857142857
1176,692.06,537.02,6,26.9989898732,9.4868329805,1.6279163419,61.32
1177,708,543,6,12.8568542495,4.472135955,2.1355799447,61.4
1178,588.3333333333,543.875,6,16.3279220614,5.3851648071,1.2706098691,68.7083333333
1179,526.6764705882,544.0882352941,6,19.9279220614,7.2801098893,1.7129114359,75.5
1180,411.8309859155,541.0281690141,6,31.7558441227,10.1980390272,1.2758531639,97.1830985915
1181,728,524,6,8.4852813742,2.8284271247,1.7320508076,65.2857142857
1182,446.0595238095,531.6785714286,6,35.7416305603,12.1655250606,1.6003724976,112.7261904762
1183,501.5,525,6,31.3705627485,12.3693168769,2.3253378929,91.7575757576
1184,544.3571428571,524.2857142857,6,12.7281745931,4.2426406871,1.2181566014,71.4285714286
1185,600.5,532.5,6,9.2568542495,3.1622776602,0,61.875
1186,467.5,534.5,6,12.0852813742,4.2426406871,1.3222967586,76
1187,257.1666666667,529.1666666667,6,8.8710678119,2.2360679775,1.7320508076,61
1188,712.5,529.5,6,5.6568542495,1.4142135624,0,52.25
1189,311,505,6,3.1415926536,0,0,60
1190,390.0555555556,513.1111111111,6,14.7850288425,4.472135955,1.2936573461,86.3888888889
1191,530.6923076923,502.2307692308,6,18.6421356237,5.3851648071,1.0782284777,75.7307692308
1192,510.1538461538,501.8461538462,6,14.1423881554,5.3851648071,2.6288980444,73.6923076923
1193,719.5833333333,519.5277777778,6,21.8563491861,7.0710678119,1.2786184352,68.7222222222
1194,232.0303030303,521.8181818182,6,19.7992424049,6.3245553203,1.2376465656,61.4242424242
1195,283.8055555556,515.2222222222,6,22.8847763109,8.0622577483,1.8314047798,69
1196,577.3037974684,518.9113924051,6,35.227416998,11.0453610172,1.3013685338,78.6708860759
1197,217.725,489.2,6,26.9989898732,10.6301458127,2.4061154006,72.7
1198,551.8571428571,486.1904761905,6,15.5566017178,5,1.0542687821,77.1428571429
1199,252.5,495.1875,6,13.7566017178,4.472135955,1.4577359137,74.875
1200,496.8,489,6,10.6710678119,3.1622776602,1.4849792192,75.1
1201,266.3953488372,498.0697674419,6,23.0134559673,8.2462112512,1.5069498399,79.3720930233
1202,241,497.6296296296,6,28.6703102168,9.2195444573,1.4095966189,83.8333333333
1203,566.1891891892,501.0540540541,6,26.2276695297,9.2195444573,1.9736623878,68.8108108108
1204,449.3731343284,502.9402985075,6,30.8560966544,10,1.2792384103,91.6268656716
1205,770.875,471.375,6,15.1708152802,5.0990195136,1.6468199648,67.0625
1206,493.5,470.5,6,5.6568542495,1.4142135624,0,76
1207,585.5,473.5,6,5.6568542495,1.4142135624,0,66.25
1208,709.1724137931,473.8965517241,6,18.1279220614,6.3245553203,1.478689055,62.4137931034
1209,779.7297297297,478.4864864865,6,22.1134559673,7.2801098893,1.3686566404,68.9459459459
1210,349.6666666667,476.7948717949,6,21.5992424049,7.2111025509,1.1566046923,79.3076923077
1211,438.5,481,6,5.1415926536,1,0,84.5
1212,386.3,482.1,6,16.1994949366,5,1.1494137971,81.6
1213,214.40625,457,6,20.6992424049,7.2111025509,1.5972003768,71.46875
1214,550,455.5,6,7.4568542495,2.2360679775,0,64.3333333333
1215,228.137254902,460.5490196078,6,27.1276695297,9.2195444573,1.2710099748,75.7450980392
1216,265.3333333333,463.2820512821,6,22.7563491861,8.5440037453,1.6824013234,68.358974359
1217,378.625,465.84375,6,19.1563491861,6.3245553203,1.2168558128,81.03125
1218,431.5882352941,467.2058823529,6,22.7563491861,7.6157731059,1.6967818076,90.0882352941
1219,645.7,465.2,6,12.3423881554,4.472135955,2.5000651393,52.6
1220,596.8,465.4,6,7.4568542495,2.2360679775,1.8659253671,64.6
1221,481.0090909091,443.6,6,42.6842712475,15.8113883008,2.1026031739,98.4363636364
1222,558,439.9,6,31.3703102168,11.7046999107,1.7279806619,83.0714285714
1223,230.5737704918,444.4098360656,6,29.827416998,10,1.4808742515,94.9016393443
1224,251.7142857143,445.8571428571,6,14.1423881554,4.1231056256,1.3676583172,63.3571428571
1225,610,445.5,6,5.1415926536,1,0,64
1226,707.5853658537,448.8780487805,6,24.2992424049,9.2195444573,2.1959399393,60.7804878049
1227,263.6,451.8,6,7.4568542495,2.2360679775,1.7320508076,74.8
1228,757.3333333333,452.875,6,16.3279220614,5.3851648071,1.2706098691,61.875
1229,338.5,420,6,11.0568542495,4.1231056256,0,75.6
1230,445,421,6,3.1415926536,0,0,71
1231,460.6590909091,419.4545454545,6,23.6563491861,8.602325267,1.4323916422,94.4545454545
1232,622.1111111111,418.3333333333,6,10.2852813742,3.1622776602,1.5572201791,47
1233,598.5849056604,415.4528301887,6,25.7134559673,8.4852813742,1.1126861467,64.9056603774
1234,240.1,416.05,6,15.1708152802,4.472135955,1.0816945753,68.45
1235,250.5,411,6,5.1415926536,1,0,63.5
1236,482.612244898,415.4285714286,6,24.941883092,7.6157731059,1.042434253,85.9591836735
1237,460.9459459459,437.2162162162,6,30.0845237792,12.5299640861,3.8044871269,86.8108108108
1238,715.3846153846,436.3846153846,6,11.6994949366,3.6055512755,1.1951767897,54
1239,435.9189189189,430.5405405405,6,20.5708152802,6.7082039325,1.1777379002,90.6216216216
1240,530.7222222222,431.0833333333,6,27.7705627485,9.2195444573,1.5495286675,63.0555555556
1241,754.3725490196,430.431372549,6,32.5271644663,13.4536240471,3.1247739965,70.0980392157
1242,387.4,433.8142857143,6,34.7132034356,13.3416640641,2.3134755644,91.8714285714
1243,744.0555555556,423.1111111111,6,14.7850288425,4.472135955,1.2936573461,69.0555555556
1244,216.0666666667,433.0424242424,6,57.9837661841,21.400934559,2.1744570399,111.8606060606
1245,484.1111111111,393.037037037,6,19.0279220614,6.0827625303,1.376381787,72.8518518519
1246,411.3636363636,388.4545454545,6,11.9566017178,3.1622776602,1.1247921801,96.6363636364
1247,242.9047619048,383.0238095238,6,23.0134559673,7.6157731059,1.248753258,70.119047619
1248,672.5,381,6,16.713708499,5.3851648071,1.2416485604,55.6153846154
1249,274.25,380.6428571429,6,22.3705627485,7.6157731059,2.1656349728,67.1785714286
1250,567,377.8,6,10.6710678119,3.1622776602,1.4849792192,53.8
1251,288.4285714286,379.2285714286,6,20.1850288425,6.4031242374,1.1686876896,76.1428571429
1252,514.679245283,376.8113207547,6,26.741883092,8.2462112512,1.1518660359,67.2075471698
1253,569.275862069,411.8275862069,6,20.6992424049,6.0827625303,1.2321243453,63.3448275862
1254,289.2222222222,412.0222222222,6,24.941883092,8.602325267,1.682796027,70.3111111111
1255,424.7352941176,410,6,19.5421356237,6.3245553203,1.1873461245,94.1470588235
1256,306.4117647059,404.8823529412,6,13.4994949366,4.472135955,1.3593049359,71.8235294118
1257,552.7674418605,404.3720930233,6,27.8989898732,10.295630141,2.0360853471,66.8837209302
1258,411.5357142857,400.5,6,28.5416305603,9.2195444573,1.3236703261,96.9464285714
1259,441.0625,395.3958333333,6,25.3276695297,8.94427191,1.4283031306,92.8333333333
1260,687.5,393.1666666667,6,24.941883092,7.8102496759,1.0654731123,80.6458333333
1261,659,342.7142857143,6,8.8710678119,2.2360679775,1,61.5714285714
1262,578,350.5,6,5.1415926536,1,0,59
1263,435.7857142857,360,6,14.5281745931,5.3851648071,2.5289310696,77.2142857143
1264,558.5714285714,364.0285714286,6,31.1132034356,10.1980390272,1.3674609915,73.9285714286
1265,544.9444444444,318.1111111111,6,16.0708152802,4.472135955,1.1431116699,55.1666666667
1266,373.25,321,6,7.8426406871,2,0,70.5
1267,398,333.1875,6,37.6700576851,15,3.1850622086,82.71875
1268,578.8965517241,344.1724137931,6,18.1279220614,6.3245553203,1.478689055,57.5517241379
1269,468.0701754386,372.5263157895,6,26.741883092,8.5440037453,1.1828116117,97.7719298246
1270,629.0512820513,373.0512820513,6,21.8563491861,7.2111025509,1.2909027572,52.9230769231
1271,402.6875,373.625,6,15.1708152802,5.3851648071,2.0922903212,99.5
1272,602.4090909091,373.8863636364,6,23.0134559673,8.0622577483,1.3668518905,55.8636363636
1273,478,362,6,8.4852813742,2.8284271247,1.7320508076,76.4285714286
1274,413.3173076923,373.3076923077,6,50.2698051534,19.0262975904,2.8813368579,111.9134615385
1275,537.8421052632,368.8421052632,6,14.5279220614,4.472135955,1.1786322537,59.2631578947
1276,226.5,369,6,5.1415926536,1,0,46
1277,356.0869565217,307.7826086957,6,16.9708152802,5.0990195136,1.1835188632,70.3913043478
1278,262.1666666667,301.8333333333,6,8.8710678119,2.2360679775,1.7320508076,43.6666666667
1279,421,317.2857142857,6,8.8710678119,2.2360679775,1,56.5714285714
1280,306.3333333333,312.3555555556,6,25.1989898732,7.6157731059,1.1608835144,74.8
1281,416.4,743.2,7,7.4568542495,2.2360679775,47629061.5500077,44.4
1282,433.0208333333,734.6666666667,7,26.3560966544,9.8488578018,2.0623186325,66.0625
1283,398.0769230769,722.4230769231,7,18.3850288425,6.0827625303,1.4347790059,73.6538461538
1284,383.4117647059,717.8823529412,7,17.2279220614,6.0827625303,2.168794882,68.1764705882
1285,322.5,713,7,10.2852813742,3.6055512755,1.6847456358,66.4
1286,394,710.5,7,16.713708499,6.4031242374,1.6187962999,75.0416666667
1287,466.5,704.5,7,9.2568542495,3.1622776602,0,59.375
1288,377.9393939394,702.5151515152,7,23.6563491861,9.2195444573,2.5335752004,71.7272727273
1289,447.5,690.5,7,5.6568542495,1.4142135624,0,65
1290,496,688.5,7,7.4568542495,2.2360679775,2.6180339887,57
1291,624.5,686,7,5.1415926536,1,0,45.5
1292,407.1458333333,685.1666666667,7,26.9992424049,11.0453610172,2.569256507,77.1875
1293,429.6829268293,673.756097561,7,32.527416998,12.0830459736,2.3573359838,71.9756097561
1294,394.0740740741,667.4074074074,7,17.0994949366,5.8309518948,1.2694559529,74.2962962963
1295,445,660,7,3.1415926536,0,0,73
1296,671,651.625,7,11.0568542495,4,0,54.375
1297,278.5245901639,658.8196721311,7,30.8560966544,10,1.3986414326,66.5245901639
1298,528.2884615385,651.5961538462,7,29.3134559673,11.7046999107,2.8077060757,71.7884615385
1299,248,651.5,7,7.4568542495,2.2360679775,0,61.3333333333
1300,702.6666666667,638.4666666667,7,13.4994949366,4.472135955,1.4885104348,50.8
1301,431.5,638.5,7,5.6568542495,1.4142135624,0,80.25
1302,462.7894736842,637.1578947368,7,16.4566017178,5,1.2393565563,72.6315789474
1303,250.5,637.5,7,12.0852813742,4.2426406871,1.3222967586,55.2857142857
1304,287,634,7,5.1415926536,2,0,53
1305,603.6126126126,638.8468468468,7,46.4129509039,15.2643375225,1.4507884592,84.6756756757
1306,583.2,632.56,7,16.713708499,5.8309518948,1.3525303753,63.72
1307,488.125,638.2232142857,7,51.2979797464,20.2484567313,3.203039007,92.7857142857
1308,616.6829268293,631.8536585366,7,21.9847763109,7.2801098893,1.1819099818,83.8536585366
1309,766.3833333333,632.9333333333,7,29.0558441227,9.8488578018,1.5066310671,63.0166666667
1310,444.4,628.3,7,17.2279220614,5.8309518948,1.8552379911,83.05
1311,679.2,626.4,7,7.4568542495,2.2360679775,1.7067237255,51.6
1312,777.5,622.5,7,14.913708499,5.0990195136,1.6265765617,61.7
1313,386.8888888889,619.3333333333,7,10.2852813742,3.1622776602,1.5572201791,67.4444444444
1314,421.6666666667,627.4444444444,7,10.9281745931,3.1622776602,1.5673477664,73.5555555556
1315,703.5,625.5,7,5.6568542495,1.4142135624,0,53.5
1316,222.5757575758,620.3181818182,7,32.3987373415,10.8166538264,1.4582915118,82.0606060606
1317,245.6774193548,618.1774193548,7,30.2132034356,9.8488578018,1.1479704674,77.6129032258
1318,374.0416666667,619.7083333333,7,16.9708152802,5.8309518948,1.4551139962,68.2083333333
1319,645.7142857143,617.2857142857,7,10.6710678119,3.6055512755,2.6180339887,50.5714285714
1320,247.7777777778,609.1111111111,7,10.6710678119,3.6055512755,1.6566117962,88.3333333333
1321,214,610.4146341463,7,23.9134559673,9.2195444573,1.8240128154,80.3658536585
1322,266,613,7,8.4852813742,2.8284271247,1.7320508076,55
1323,631.2,613.6666666667,7,23.3992424049,8.602325267,1.4208391664,70.5555555556
1324,241.4545454545,603.1818181818,7,11.6994949366,3.6055512755,1.5881258293,76.3636363636
1325,208.679245283,597.8867924528,7,26.0989898732,9.2195444573,1.5327523759,82.7358490566
1326,763.1,607.7,7,16.1994949366,5,1.1494137971,54.45
1327,640.5,604.5,7,5.6568542495,1.4142135624,0,51.75
1328,615.6666666667,587.5555555556,7,21.8563491861,7.0710678119,1.2715536568,61.9444444444
1329,520.9090909091,591.4545454545,7,20.6992424049,6.7082039325,1.2387788441,87.0303030303
1330,531.4821428571,595.8571428571,7,35.4845237792,13.152946438,2.8578631078,83.2857142857
1331,459.875,596,7,17.3566017178,5.6568542495,1.2541903245,81.875
1332,200.3913043478,577.652173913,7,24.6847763109,8.94427191,1.549086061,82.8043478261
1333,212.48,576.6,7,18.5134559673,5.8309518948,1.5235560764,74.52
1334,248.8333333333,586.6515151515,7,40.3700576851,13.9283882772,1.7926998977,76.9090909091
1335,293,584,7,3.1415926536,0,0,64
1336,242.1509433962,568.7169811321,7,26.6132034356,8.2462112512,1.1560581673,78.6603773585
1337,530.8863636364,568.7045454545,7,23.2705627485,7.6157731059,1.2177287344,79
1338,282.5238095238,574.8333333333,7,26.8705627485,10.4403065089,2.1347573201,61.4761904762
1339,598.6794871795,576.3333333333,7,32.3987373415,11.6619037897,1.5371227496,70.8461538462
1340,576.0769230769,560.2051282051,7,31.3703102168,10.4403065089,1.2551052394,82.2692307692
1341,695.75,561.5625,7,14.1423881554,4.472135955,1.3104148986,56.8125
1342,403.5217391304,565.1304347826,7,17.3566017178,6.0827625303,1.8572820826,73.1739130435
1343,546.9230769231,567.7435897436,7,24.1705627485,7.6157731059,1.4909555213,74.4102564103
1344,449.5882352941,546.3235294118,7,20.8279220614,6.4031242374,1.1317981645,99.5588235294
1345,708.1176470588,543.4117647059,7,13.4994949366,4.472135955,1.3593049359,58
1346,630.8076923077,544.9230769231,7,18.3850288425,5.8309518948,1.3324333735,60.1153846154
1347,588.44,543.92,7,16.9708152802,5.3851648071,1.2740468292,67.04
1348,355.25,554,7,7.8426406871,2,0,65
1349,740.5789473684,552.8947368421,7,14.2710678119,5,1.3683384476,68.8421052632
1350,471,553.52,7,18.6421356237,6.0827625303,1.4375878644,89.4
1351,733.75,546.4166666667,7,12.3423881554,3.6055512755,1.313230406,69.6666666667
1352,276.5614035088,539.5614035088,7,25.3279220614,9.2195444573,1.2000844873,84.4736842105
1353,379.25,536,7,7.8426406871,2,0,74.25
1354,692.5,537.0625,7,28.027416998,10.1980390272,1.790102569,62.4791666667
1355,467.75,534.55,7,15.9423881554,5.3851648071,1.5727892891,77.9
1356,526.6764705882,544.0882352941,7,19.9279220614,7.2801098893,1.7129114359,75.5294117647
1357,260,539,7,3.1415926536,0,0,53
1358,668,538,7,3.1415926536,0,0,47
1359,411.8472222222,541.0972222222,7,31.4987373415,10.1980390272,1.2991802891,96.5833333333
1360,544.6428571429,524.1428571429,7,14.1423881554,4.1231056256,1.3824639368,70.1428571429
1361,728.5,524,7,10.2852813742,3.6055512755,1.6847456358,66.8
1362,232,521.90625,7,20.4421356237,6.3245553203,1.3010537129,61.4375
1363,501.53125,524.671875,7,29.1850288425,11.7046999107,2.1624819307,91.734375
1364,257.6,529.8,7,7.4568542495,2.2360679775,1.6272667602,57.6
1365,600.4444444444,532.1111111111,7,10.5423881554,3.6055512755,1.9434038957,57.6666666667
1366,446.0117647059,531.6352941176,7,35.4845237792,12.1655250606,1.6087809752,111.7647058824
1367,712.8888888889,529.3333333333,7,10.2852813742,3.1622776602,1.5572201791,53.8888888889
1368,311.6,504.8,7,7.4568542495,2.2360679775,1.7320508076,66
1369,389.9411764706,513.1764705882,7,15.4279220614,4.472135955,1.2093756656,86.4705882353
1370,530.5925925926,502.1851851852,7,17.9992424049,5.3851648071,1.0605303734,75.7777777778
1371,508.8333333333,502.1666666667,7,8.8710678119,2.2360679775,1.7320508076,77.6666666667
1372,307,515,7,3.1415926536,0,0,72
1373,720.3428571429,519.4285714286,7,22.1134559673,7.0710678119,1.3413096571,67.5714285714
1374,283.8235294118,515.1764705882,7,21.4705627485,7.8102496759,1.7563153911,66.5882352941
1375,577.3670886076,518.7848101266,7,33.2987373415,10.7703296143,1.2214362783,79.0506329114
1376,224,487,7,3.1415926536,0,0,64
1377,217.3947368421,489.1315789474,7,27.2560966544,10.6301458127,2.4316572965,72.0789473684
1378,240.7547169811,497.641509434,7,29.0560966544,9.4868329805,1.374902008,82.1509433962
1379,497,489,7,9.2568542495,2.8284271247,1,75.2222222222
1380,266.3636363636,497.9772727273,7,23.6563491861,8.2462112512,1.5371280324,79.5909090909
1381,252.5,495.5,7,12.0852813742,4.2426406871,1.3222967586,71.5714285714
1382,566.3529411765,500.8823529412,7,22.8850288425,8.5440037453,2.1224525128,69.0294117647
1383,449.578125,502.890625,7,27.6421356237,9.4339811321,1.1556296199,91.90625
1384,349.7837837838,476.9189189189,7,21.2134559673,7.2111025509,1.3080959796,79.3243243243
1385,585.5,473.5,7,5.6568542495,1.4142135624,0,65.75
1386,386.5454545455,482.1363636364,7,17.2279220614,5.0990195136,1.1979298797,81.1818181818
1387,780.5128205128,477.4615384615,7,22.2421356237,8.0622577483,1.5418688718,68.9230769231
1388,646.3333333333,481.3333333333,7,6.0426406871,1.4142135624,0,53.6666666667
1389,438.5,481.5,7,5.6568542495,1.4142135624,0,82.5
1390,477,485.5,7,5.1415926536,1,0,78
1391,551.95,486.1,7,15.1708152802,4.472135955,1.0816945753,74.85
1392,265.25,463.325,7,24.6847763109,8.5440037453,1.6614750817,67.725
1393,378.6571428571,466.0571428571,7,20.1850288425,6.4031242374,1.1802857567,81.9428571429
1394,431.4375,467.25,7,21.4708152802,7.6157731059,1.8438796009,90.9375
1395,596.7142857143,465,7,8.8710678119,2.2360679775,1,64.4285714286
1396,646,465.2307692308,7,14.013708499,4.472135955,1.977767041,53
1397,493.2,470.4,7,7.4568542495,2.2360679775,3.5238551667,75
1398,770.9444444444,471.3888888889,7,15.2994949366,5.0990195136,1.5770737779,67.1666666667
1399,709.6,474.1714285714,7,22.4992424049,7.2111025509,1.406698654,60.8857142857
1400,251.6666666667,445.7333333333,7,13.4994949366,4.1231056256,1.2722483418,64.3333333333
1401,610,445.5,7,5.1415926536,1,0,66
1402,708.0476190476,448.8095238095,7,23.9134559673,8.2462112512,1.6915977164,60.9761904762
1403,263.6666666667,451.3333333333,7,6.0426406871,1.4142135624,0,75
1404,757.8,452.92,7,17.9994949366,5.6568542495,1.1736007243,60
1405,214.88,457.36,7,17.613708499,5.8309518948,1.3284265074,73.56
1406,550,455.25,7,7.8426406871,2,0,69
1407,228.3214285714,460.8392857143,7,30.5989898732,11.313708499,1.5538392755,75.6607142857
1408,754.9230769231,430.5,7,32.1416305603,12.8062484749,2.6414802657,69.8269230769
1409,531.4054054054,430.1621621622,7,25.3276695297,8.602325267,1.2974592773,62.4054054054
1410,744.5,423,7,13.8852813742,5,1.433293184,69.3888888889
1411,216.096969697,433.1212121212,7,56.4408729653,21.400934559,2.1703928174,110.8242424242
1412,338.5714285714,419.9523809524,7,17.2279220614,6.0827625303,2.0794497622,72.9047619048
1413,622.3636363636,418.9090909091,7,10.6710678119,3.6055512755,1.5590873763,48.3636363636
1414,240.2777777778,416.1666666667,7,15.1708152802,4.472135955,1.265888825,66.7777777778
1415,460.5777777778,419.4888888889,7,25.5847763109,8.602325267,1.4337117572,95.1555555556
1416,230.6,444.3833333333,7,27.8989898732,10,1.5613562554,93.2666666667
1417,539,443,7,3.1415926536,0,0,58
1418,481.1009174312,443.7339449541,7,42.4271644663,16.1554944214,2.1233871736,97.8348623853
1419,558,439.9,7,31.3703102168,11.7046999107,1.7279806619,84.2428571429
1420,461.7407407407,437.6296296296,7,26.6413590753,10.8166538264,3.1249046095,86.5925925926
1421,715.875,436.125,7,8.8710678119,2.8284271247,1.209896735,53.625
1422,387.3384615385,433.7230769231,7,32.3989898732,12.1655250606,2.146912626,92.2153846154
1423,436,430.5,7,20.313708499,6.7082039325,1.1985263438,91.0789473684
1424,484,393,7,14.913708499,4.472135955,1,73.0476190476
1425,441.2549019608,395.7450980392,7,28.6703102168,10.295630141,1.7091516417,91.6078431373
1426,687.9791666667,393.0833333333,7,25.3276695297,8.0622577483,1.1857979024,79.8541666667
1427,411.6153846154,388.3846153846,7,11.6994949366,3.6055512755,1.1951767897,95.7692307692
1428,242.75,383.0909090909,7,23.0134559673,7.8102496759,1.2918685851,69.6590909091
1429,672.935483871,380.5806451613,7,19.4134559673,6.0827625303,1.161057895,55.064516129
1430,274.0434782609,381.0869565217,7,17.9992424049,6.7082039325,2.0921357374,65.7391304348
1431,566.8421052632,377.8421052632,7,14.5279220614,4.472135955,1.1786322537,54.8421052632
1432,598.7115384615,415.4038461538,7,24.8134559673,8.602325267,1.2181597029,63.7692307692
1433,482.7659574468,415.4255319149,7,23.3992424049,7.6157731059,1.138317829,86.3617021277
1434,569.5,411.6666666667,7,19.0279220614,5.8309518948,1.0469730362,63.1
1435,288.8571428571,411.7857142857,7,25.3276695297,8.94427191,1.7923555968,70.7857142857
1436,424.6111111111,409.8611111111,7,19.9279220614,6.7082039325,1.2166291431,93.4166666667
1437,306.0714285714,404.8571428571,7,12.4710678119,4.472135955,2.0799865748,70.2857142857
1438,552.8260869565,404.3695652174,7,26.9989898732,10.295630141,2.1071919064,67.6304347826
1439,411.4827586207,400.2413793103,7,27.3847763109,8.602325267,1.1339544437,98.0689655172
1440,435.5,359.8125,7,13.7566017178,4.472135955,1.4577359137,77.0625
1441,558.6811594203,363.8695652174,7,30.2132034356,10.1980390272,1.4111558191,73.1014492754
1442,478,362,7,3.1415926536,0,0,76
1443,413.3092783505,373.3092783505,7,43.841883092,17.7200451467,3.1068805481,111.9278350515
1444,397.9701492537,333.4328358209,7,40.755591591,15,3.1605068029,80.671641791
1445,579.2424242424,344.0909090909,7,19.7992424049,6.3245553203,1.1528492828,57.0606060606
1446,659.1818181818,342.5454545455,7,11.6994949366,3.6055512755,1.5881258293,63.0909090909
1447,578,350.5,7,5.1415926536,1,0,61.5
1448,629.35,372.875,7,21.9847763109,7.6157731059,1.4270759839,51.425
1449,403.0555555556,374.1666666667,7,16.8421356237,5.8309518948,2.2990840313,98.1666666667
1450,514.7222222222,376.8703703704,7,26.4847763109,8.2462112512,1.1058596719,67.962962963
1451,288.1282051282,379.1282051282,7,20.9563491861,6.7082039325,1.1063004047,76.3076923077
1452,537.8421052632,368.8421052632,7,14.5279220614,4.472135955,1.1786322537,60.9473684211
1453,226.5,369.5,7,5.6568542495,1.4142135624,0,44.75
1454,468.1379310345,372.4827586207,7,27.3847763109,8.94427191,1.2122320946,96.9655172414
1455,603.0638297872,373.6170212766,7,25.3276695297,8.0622577483,1.2159822436,56.3617021277
1456,545,317.875,7,14.7852813742,4.472135955,1.4292590496,56.9375
1457,306.1739130435,312.2826086957,7,24.941883092,7.6157731059,1.1349254373,75.0652173913
1458,373,321,7,3.1415926536,0,0,73
1459,421.2,317.4,7,7.4568542495,2.2360679775,3.5238551667,58.4
1460,356.0434782609,308.2608695652,7,16.5850288425,5.3851648071,1.2416904495,69.1304347826
1461,262.3846153846,301.6153846154,7,11.6994949366,3.6055512755,1.1951767897,46.6923076923
1462,416.5,743.5,8,5.6568542495,1.4142135624,0,43.75
1463,433.0204081633,734.5714285714,8,26.9989898732,9.8488578018,2.0667290747,65.9795918367
1464,398.1153846154,722.2307692308,8,18.6421356237,6.3245553203,1.5195840482,73.7307692308
1465,383.125,717.875,8,15.6852813742,6.0827625303,2.7752498269,68.375
1466,322.3846153846,712.6153846154,8,11.6994949366,3.6055512755,1.1951767897,62.9230769231
1467,394.1153846154,710.7692307692,8,18.1279220614,7.2111025509,1.864225167,73.6923076923
1468,465.5,704.2,8,10.2852813742,3.1622776602,1.4953487812,61.3
1469,378,702.5,8,23.6563491861,9.2195444573,2.3740026207,70.1764705882
1470,447.6666666667,690.3333333333,8,6.0426406871,1.4142135624,0,67.6666666667
1471,496.5,688,8,5.1415926536,1,0,62
1472,624,686,8,3.1415926536,0,0,40
1473,407.1836734694,685.3673469388,8,27.6421356237,11.1803398875,2.7492912985,75.2448979592
1474,508.6,673.2,8,7.4568542495,2.2360679775,1.6272667602,54.8
