x-512,y-512,time,size,intensity,x-1024,y-1024
111,227,15,30,1033,222,454
315,226,15,11,584,630,452
286,226,15,2,635,572,452
274,226,15,11,794,548,452
266,226,15,6,732,532,452
231,226,15,4,778,462,452
155,226,15,5,765,310,452
149,226,15,17,852,298,452
102,226,15,23,894,204,452
378,225,15,16,967,756,450
339,224,15,24,688,678,448
352,223,15,25,887,704,446
205,223,15,9,850,410,446
201,222,15,10,867,402,444
180,222,15,19,872,360,444
158,222,15,8,838,316,444
288,221,15,6,697,576,442
286,221,15,1,649,572,442
186,221,15,4,804,372,442
124,221,15,61,895,248,442
269,220,15,8,775,538,440
208,220,15,1,790,416,440
113,220,15,21,1282,226,440
303,219,15,32,850,606,438
93,219,15,4,578,186,438
352,218,15,3,624,704,436
253,218,15,3,713,506,436
98,218,15,6,651,196,436
276,217,15,28,1264,552,434
238,217,15,41,1338,476,434
129,217,15,3,706,258,434
358,216,15,21,746,716,432
227,216,15,26,1026,454,432
125,216,15,3,685,250,432
287,215,15,1,625,574,430
144,215,15,14,743,288,430
313,214,15,28,690,626,428
215,213,15,27,1142,430,426
192,213,15,33,1180,384,426
185,213,15,8,807,370,426
386,212,15,22,658,772,424
335,212,15,11,697,670,424
263,212,15,33,846,526,424
252,212,15,3,774,504,424
201,212,15,15,913,402,424
104,212,15,56,1464,208,424
375,211,15,41,901,750,422
326,211,15,5,616,652,422
291,211,15,14,705,582,422
247,211,15,7,789,494,422
237,211,15,6,862,474,422
179,211,15,3,756,358,422
175,210,15,5,747,350,420
159,210,15,6,725,318,420
368,209,15,33,985,736,418
193,209,15,6,933,386,418
138,209,15,1,703,276,418
350,208,15,31,774,700,416
340,208,15,15,671,680,416
310,207,15,18,722,620,414
228,207,15,20,1174,456,414
167,207,15,22,897,334,414
113,207,15,2,727,226,414
271,206,15,19,770,542,412
118,206,15,15,828,236,412
298,205,15,41,900,596,410
253,205,15,33,774,506,410
239,205,15,21,1020,478,410
123,205,15,7,726,246,410
355,204,15,7,695,710,408
317,204,15,3,627,634,408
222,204,15,18,950,444,408
113,204,15,4,674,226,408
360,203,15,15,747,720,406
142,203,15,24,951,284,406
210,202,15,22,1101,420,404
373,201,15,19,738,746,402
325,201,15,38,704,650,402
283,201,15,35,814,566,402
160,201,15,10,764,320,402
129,201,15,6,652,258,402
366,200,15,6,612,732,400
175,200,15,5,795,350,400
171,200,15,1,749,342,400
117,200,15,4,673,234,400
272,199,15,32,927,544,398
314,197,15,16,644,628,394
305,197,15,12,673,610,394
190,197,15,10,828,380,394
150,197,15,25,840,300,394
337,196,15,10,684,674,392
164,196,15,8,853,328,392
350,195,15,1,734,700,390
320,195,15,3,579,640,390
259,195,15,5,621,518,390
218,195,15,24,1124,436,390
183,195,15,17,809,366,390
344,194,15,22,1152,688,388
238,194,15,17,899,476,388
195,194,15,5,831,390,388
171,193,15,4,759,342,386
163,193,15,2,775,326,386
150,193,15,2,706,300,386
302,192,15,14,772,604,384
353,191,15,13,693,706,382
216,190,15,9,998,432,380
119,189,15,20,921,238,378
336,188,15,19,790,672,376
249,188,15,4,682,498,376
225,188,15,4,808,450,376
166,188,15,6,762,332,376
142,188,15,17,981,284,376
135,188,15,20,818,270,376
193,187,15,3,797,386,374
161,187,15,7,785,322,374
282,186,15,22,772,564,372
255,186,15,23,901,510,372
243,186,15,10,752,486,372
132,186,15,5,697,264,372
325,185,15,22,676,650,370
221,185,15,1,769,442,370
148,185,15,10,776,296,370
301,184,15,28,795,602,368
231,184,15,22,1235,462,368
314,183,15,29,743,628,366
172,183,15,6,738,344,366
111,183,15,17,681,222,366
289,182,15,17,690,578,364
228,181,15,5,829,456,362
200,181,15,105,1475,400,362
139,181,15,2,663,278,362
278,179,15,30,1109,556,358
268,179,15,19,820,536,358
237,179,15,14,910,474,358
163,179,15,9,761,326,358
216,178,15,18,971,432,356
193,178,15,17,878,386,356
348,177,15,13,630,696,354
243,177,15,14,761,486,354
150,177,15,3,721,300,354
233,176,15,8,814,466,352
116,176,15,14,658,232,352
334,175,15,16,753,668,350
326,175,15,9,629,652,350
201,175,15,7,844,402,350
155,175,15,7,804,310,350
224,174,15,10,826,448,348
208,173,15,3,750,416,346
316,172,15,6,582,632,344
219,172,15,12,813,438,344
181,172,15,14,825,362,344
122,172,15,30,729,244,344
304,171,15,41,701,608,342
228,171,15,4,704,456,342
339,170,15,8,613,678,340
289,170,15,33,906,578,340
253,170,15,9,701,506,340
210,169,15,4,750,420,338
174,167,15,1,730,348,334
249,166,15,8,676,498,332
290,164,15,1,612,580,328
318,163,15,16,650,636,326
265,163,15,6,614,530,326
240,163,15,14,629,480,326
196,163,15,36,1036,392,326
188,163,15,14,806,376,326
172,163,15,2,725,344,326
328,162,15,30,828,656,324
149,161,15,8,760,298,322
144,161,15,4,693,288,322
137,161,15,13,661,274,322
310,160,15,8,583,620,320
258,160,15,13,620,516,320
185,159,15,13,872,370,318
301,158,15,10,587,602,316
271,157,15,14,773,542,314
208,157,15,11,716,416,314
292,156,15,16,623,584,312
219,156,15,13,619,438,312
200,155,15,6,685,400,310
151,154,15,19,1015,302,308
193,152,15,1,657,386,304
156,152,15,7,758,312,304
176,151,15,26,861,352,302
166,151,15,12,708,332,302
191,149,15,1,619,382,298
129,149,15,15,685,258,298
167,146,15,8,637,334,292
138,146,15,8,573,276,292
148,141,15,1,529,296,282
164,138,15,4,576,328,276
207,370,16,14,686,414,740
196,367,16,2,646,392,734
226,365,16,2,553,452,730
190,365,16,7,694,380,730
215,362,16,29,893,430,724
210,362,16,7,750,420,724
172,360,16,15,665,344,720
166,360,16,2,601,332,720
159,355,16,12,805,318,710
215,354,16,4,722,430,708
180,354,16,12,675,360,708
250,353,16,2,538,500,706
378,352,16,3,548,756,704
368,351,16,18,651,736,702
194,350,16,39,1010,388,700
224,349,16,42,766,448,698
388,348,16,21,611,776,696
245,347,16,1,650,490,694
187,347,16,46,982,374,694
358,346,16,5,573,716,692
342,345,16,18,611,684,690
238,345,16,3,687,476,690
158,345,16,5,632,316,690
143,345,16,12,643,286,690
212,344,16,7,732,424,688
396,343,16,26,653,792,686
223,343,16,13,812,446,686
173,343,16,1,625,346,686
246,342,16,14,720,492,684
379,341,16,2,557,758,682
309,341,16,20,633,618,682
154,339,16,14,727,308,678
186,338,16,3,674,372,676
369,337,16,13,590,738,674
239,337,16,19,761,478,674
140,337,16,2,581,280,674
401,336,16,14,625,802,672
357,336,16,1,552,714,672
291,336,16,12,587,582,672
332,335,16,54,715,664,670
251,335,16,13,731,502,670
169,335,16,5,644,338,670
201,334,16,43,1021,402,668
387,333,16,25,695,774,666
345,333,16,31,721,690,666
229,333,16,15,797,458,666
222,333,16,10,912,444,666
397,332,16,6,598,794,664
307,331,16,19,685,614,662
257,331,16,2,665,514,662
241,331,16,6,764,482,662
129,331,16,8,600,258,662
330,330,16,5,714,660,660
245,330,16,1,718,490,660
188,330,16,8,720,376,660
281,329,16,25,659,562,658
206,329,16,5,766,412,658
288,328,16,7,610,576,656
236,328,16,6,808,472,656
221,328,16,10,919,442,656
183,328,16,4,720,366,656
175,328,16,11,749,350,656
146,328,16,1,580,292,656
368,327,16,10,676,736,654
259,327,16,4,722,518,654
250,327,16,3,756,500,654
212,327,16,46,999,424,654
196,327,16,30,946,392,654
329,326,16,23,776,658,652
183,326,16,1,722,366,652
136,326,16,30,945,272,652
133,325,16,4,669,266,650
122,324,16,10,689,244,648
320,323,16,12,628,640,646
261,323,16,24,1026,522,646
217,323,16,1,780,434,646
175,323,16,1,723,350,646
169,322,16,8,751,338,644
377,321,16,33,825,754,642
342,321,16,34,789,684,642
277,320,16,9,619,554,640
226,320,16,2,791,452,640
210,320,16,1,792,420,640
294,319,16,3,769,588,638
333,318,16,6,694,666,636
203,318,16,12,793,406,636
265,317,16,8,701,530,634
253,317,16,5,765,506,634
214,317,16,15,897,428,634
383,316,16,18,676,766,632
326,316,16,17,688,652,632
180,316,16,11,762,360,632
123,316,16,24,791,246,632
239,315,16,44,1200,478,630
230,315,16,22,973,460,630
142,315,16,13,694,284,630
118,315,16,3,652,236,630
313,313,16,3,743,626,626
297,313,16,101,1242,594,626
291,313,16,14,854,582,626
165,313,16,7,776,330,626
332,312,16,29,795,664,624
310,311,16,5,817,620,622
221,311,16,18,1020,442,622
209,311,16,20,888,418,622
347,310,16,20,683,694,620
255,310,16,9,787,510,620
377,309,16,19,664,754,618
363,309,16,13,595,726,618
248,309,16,3,743,496,618
386,308,16,3,559,772,616
297,308,16,3,645,594,616
221,308,16,2,834,442,616
200,308,16,2,753,400,616
192,308,16,16,865,384,616
185,308,16,17,866,370,616
135,308,16,10,699,270,616
320,307,16,33,790,640,614
286,307,16,17,694,572,614
265,306,16,5,739,530,612
245,306,16,2,727,490,612
203,306,16,3,781,406,612
167,306,16,10,753,334,612
313,305,16,21,1187,626,610
173,305,16,9,735,346,610
154,305,16,1,615,308,610
131,305,16,11,686,262,610
238,304,16,8,814,476,608
216,304,16,4,823,432,608
148,304,16,1,625,296,608
256,303,16,1,713,512,606
120,303,16,35,983,240,606
306,302,16,19,714,612,604
318,301,16,10,713,636,602
275,301,16,33,757,550,602
129,301,16,3,692,258,602
118,300,16,13,872,236,600
297,299,16,11,675,594,598
160,297,16,16,756,320,594
99,297,16,90,1044,198,594
242,296,16,8,789,484,592
202,296,16,2,786,404,592
197,296,16,8,786,394,592
190,296,16,6,777,380,592
152,296,16,1,643,304,592
227,295,16,40,981,454,590
176,294,16,13,788,352,588
258,293,16,69,1009,516,586
132,293,16,4,607,264,586
94,293,16,4,671,188,586
304,292,16,20,1059,608,584
112,292,16,25,775,224,584
276,291,16,7,625,552,582
208,290,16,1,794,416,580
187,290,16,3,766,374,580
145,290,16,9,688,290,580
121,290,16,33,950,242,580
244,287,16,14,801,488,574
234,286,16,18,946,468,572
207,286,16,1,798,414,572
104,286,16,15,837,208,572
297,285,16,30,1002,594,570
293,285,16,1,633,586,570
217,285,16,24,893,434,570
152,285,16,9,655,304,570
253,284,16,18,825,506,568
226,284,16,15,883,452,568
139,283,16,29,755,278,566
96,283,16,28,1012,192,566
326,282,16,2,540,652,564
250,282,16,6,811,500,564
177,282,16,16,782,354,564
125,282,16,8,686,250,564
118,282,16,20,992,236,564
333,281,16,13,598,666,562
272,281,16,18,950,544,562
195,281,16,1,725,390,562
201,280,16,20,977,402,560
262,279,16,35,967,524,558
222,279,16,4,787,444,558
306,278,16,21,651,612,556
147,278,16,8,680,294,556
357,277,16,14,634,714,554
348,277,16,16,779,696,554
328,277,16,2,563,656,554
276,277,16,2,710,552,554
214,277,16,3,804,428,554
160,277,16,29,790,320,554
346,275,16,1,599,692,550
286,275,16,33,1136,572,550
234,275,16,32,1032,468,550
176,275,16,17,854,352,550
253,274,16,1,741,506,548
244,272,16,18,865,488,544
198,272,16,1,737,396,544
123,272,16,1,629,246,544
102,272,16,14,720,204,544
367,271,16,24,1229,734,542
301,271,16,9,636,602,542
238,271,16,5,904,476,542
164,271,16,2,728,328,542
109,271,16,2,657,218,542
94,271,16,18,691,188,542
354,270,16,14,854,708,540
314,270,16,16,930,628,540
261,270,16,20,969,522,540
292,269,16,17,888,584,538
282,269,16,5,745,564,538
245,269,16,1,847,490,538
241,268,16,3,845,482,536
181,268,16,11,831,362,536
136,268,16,26,1207,272,536
106,268,16,2,655,212,536
370,267,16,19,781,740,534
334,267,16,21,685,668,534
273,267,16,11,892,546,534
204,267,16,30,1205,408,534
155,267,16,3,684,310,534
344,266,16,21,1321,688,532
188,266,16,19,869,376,532
160,266,16,10,761,320,532
306,265,16,6,643,612,530
287,265,16,2,786,574,530
232,265,16,22,988,464,530
299,264,16,13,758,598,528
121,264,16,5,670,242,528
379,263,16,8,663,758,526
355,263,16,17,925,710,526
221,263,16,49,1531,442,526
210,263,16,7,867,420,526
183,263,16,2,788,366,526
142,263,16,4,616,284,526
135,263,16,4,767,270,526
126,263,16,27,764,252,526
279,262,16,25,851,558,524
315,260,16,38,691,630,520
103,260,16,2,660,206,520
249,259,16,23,1094,498,518
113,259,16,16,810,226,518
314,258,16,3,619,628,516
270,258,16,24,880,540,516
376,257,16,19,798,752,514
361,257,16,35,1023,722,514
261,257,16,19,799,522,514
244,257,16,9,857,488,514
287,256,16,34,1012,574,512
221,256,16,5,879,442,512
169,256,16,11,786,338,512
139,256,16,14,826,278,512
191,255,16,23,1034,382,510
185,255,16,9,766,370,510
152,255,16,11,774,304,510
126,255,16,6,709,252,510
101,255,16,1,625,202,510
297,254,16,20,700,594,508
201,254,16,2,777,402,508
161,253,16,9,749,322,506
373,252,16,25,832,746,504
274,252,16,6,786,548,504
180,252,16,8,794,360,504
167,251,16,4,792,334,502
154,251,16,13,828,308,502
145,251,16,2,718,290,502
369,250,16,5,686,738,500
214,250,16,2,813,428,500
351,249,16,21,657,702,498
264,249,16,23,987,528,498
172,249,16,1,707,344,498
140,249,16,1,708,280,498
303,248,16,20,664,606,496
280,248,16,27,955,560,496
250,248,16,30,870,500,496
223,248,16,36,1099,446,496
187,248,16,8,790,374,496
334,247,16,21,685,668,494
243,247,16,1,774,486,494
208,247,16,18,879,416,494
97,247,16,17,815,194,494
271,246,16,4,758,542,492
131,246,16,19,895,262,492
118,246,16,34,1036,236,492
388,245,16,6,656,776,490
316,244,16,13,670,632,488
164,244,16,1,724,328,488
377,243,16,7,685,754,486
247,243,16,10,855,494,486
293,242,16,15,651,586,484
268,242,16,8,771,536,484
210,242,16,4,823,420,484
275,241,16,13,906,550,482
121,241,16,2,660,242,482
105,241,16,43,889,210,482
99,241,16,6,656,198,482
282,240,16,11,806,564,480
237,240,16,16,901,474,480
331,239,16,5,612,662,478
322,239,16,18,702,644,478
304,239,16,4,588,608,478
217,239,16,17,895,434,478
183,239,16,10,784,366,478
230,238,16,9,791,460,476
191,238,16,23,933,382,476
124,238,16,2,650,248,476
370,237,16,23,720,740,474
270,237,16,1,698,540,474
264,237,16,7,767,528,474
242,237,16,12,835,484,474
173,237,16,16,982,346,474
353,235,16,38,821,706,470
299,235,16,9,732,598,470
288,235,16,16,786,576,470
205,235,16,11,828,410,470
383,234,16,67,939,766,468
150,234,16,4,737,300,468
338,233,16,22,738,676,466
245,233,16,11,915,490,466
265,232,16,13,753,530,464
173,232,16,1,778,346,464
297,231,16,10,729,594,462
221,231,16,2,827,442,462
214,231,16,19,1134,428,462
369,230,16,26,753,738,460
187,230,16,19,1019,374,460
162,230,16,3,766,324,460
360,229,16,6,640,720,458
240,229,16,8,834,480,458
330,228,16,2,614,660,456
322,228,16,27,709,644,456
146,228,16,3,738,292,456
225,227,16,11,846,450,454
111,227,16,28,1001,222,454
315,226,16,11,572,630,452
274,226,16,11,790,548,452
266,226,16,5,718,532,452
231,226,16,3,784,462,452
155,226,16,3,752,310,452
150,226,16,16,845,300,452
102,226,16,21,877,204,452
379,225,16,16,964,758,450
340,224,16,24,699,680,448
213,224,16,4,811,426,448
353,223,16,24,916,706,446
205,223,16,8,859,410,446
219,222,16,2,811,438,444
201,222,16,10,880,402,444
180,222,16,19,863,360,444
157,222,16,9,818,314,444
129,222,16,47,884,258,444
289,221,16,4,684,578,442
186,221,16,5,803,372,442
124,221,16,13,751,248,442
269,220,16,8,785,538,440
208,220,16,1,803,416,440
113,220,16,21,1248,226,440
92,219,16,5,576,184,438
303,218,16,33,901,606,436
98,218,16,7,670,196,436
352,217,16,4,638,704,434
276,217,16,27,1265,552,434
251,217,16,5,750,502,434
167,217,16,2,729,334,434
128,217,16,5,699,256,434
387,216,16,10,654,774,432
358,216,16,17,746,716,432
238,216,16,43,1284,476,432
226,216,16,26,1034,452,432
364,215,16,6,660,728,430
145,215,16,13,768,290,430
314,214,16,25,706,628,428
287,214,16,2,647,574,428
215,213,16,28,1130,430,426
192,213,16,32,1192,384,426
185,213,16,7,803,370,426
390,212,16,7,609,780,424
335,212,16,11,755,670,424
263,212,16,33,869,526,424
252,212,16,2,755,504,424
202,212,16,14,878,404,424
104,212,16,55,1393,208,424
375,211,16,38,872,750,422
291,211,16,16,705,582,422
237,211,16,6,880,474,422
326,210,16,6,598,652,420
247,210,16,7,791,494,420
175,210,16,4,749,350,420
159,210,16,4,724,318,420
368,209,16,34,995,736,418
193,209,16,5,893,386,418
155,209,16,3,718,310,418
138,209,16,1,733,276,418
350,208,16,32,761,700,416
340,208,16,15,677,680,416
311,207,16,20,715,622,414
228,207,16,21,1134,456,414
167,207,16,21,892,334,414
184,206,16,2,774,368,412
271,205,16,20,767,542,410
253,205,16,36,789,506,410
239,205,16,21,1018,478,410
356,204,16,5,687,712,408
298,204,16,42,873,596,408
222,204,16,20,939,444,408
118,204,16,27,778,236,408
114,204,16,2,668,228,408
360,203,16,15,742,720,406
317,203,16,3,625,634,406
210,203,16,20,1056,420,406
142,203,16,24,942,284,406
373,201,16,19,747,746,402
325,201,16,38,695,650,402
283,201,16,32,821,566,402
160,201,16,8,776,320,402
129,201,16,6,644,258,402
366,200,16,7,616,732,400
183,200,16,9,833,366,400
175,200,16,5,791,350,400
117,200,16,4,662,234,400
272,198,16,29,968,544,396
314,197,16,13,649,628,394
190,197,16,11,845,380,394
164,197,16,8,831,328,394
150,197,16,24,830,300,394
338,196,16,7,658,676,392
305,196,16,14,668,610,392
184,196,16,2,779,368,392
320,195,16,3,577,640,390
260,195,16,3,628,520,390
218,195,16,24,1170,436,390
344,194,16,21,1138,688,388
238,194,16,18,878,476,388
196,194,16,3,815,392,388
230,193,16,1,763,460,386
171,193,16,5,750,342,386
150,193,16,1,696,300,386
303,192,16,14,783,606,384
354,191,16,11,666,708,382
216,190,16,10,980,432,380
119,189,16,21,902,238,378
337,188,16,19,764,674,376
225,188,16,6,814,450,376
166,188,16,6,781,332,376
142,188,16,18,978,284,376
135,188,16,21,818,270,376
248,187,16,7,668,496,374
193,187,16,3,789,386,374
161,187,16,7,799,322,374
282,186,16,23,786,564,372
255,186,16,22,924,510,372
243,186,16,8,759,486,372
132,186,16,7,686,264,372
326,185,16,21,674,652,370
221,185,16,4,809,442,370
148,185,16,11,796,296,370
301,184,16,29,821,602,368
231,184,16,22,1239,462,368
314,183,16,30,739,628,366
172,183,16,8,747,344,366
111,183,16,17,653,222,366
289,182,16,18,703,578,364
139,182,16,2,655,278,364
200,181,16,107,1466,400,362
278,179,16,29,1172,556,358
268,179,16,19,799,536,358
193,179,16,16,866,386,358
163,179,16,8,770,326,358
276,178,16,1,670,552,356
348,177,16,13,614,696,354
243,177,16,13,745,486,354
216,177,16,20,959,432,354
233,176,16,24,894,466,352
116,176,16,14,645,232,352
334,175,16,16,709,668,350
326,175,16,8,616,652,350
201,175,16,6,800,402,350
155,175,16,6,774,310,350
224,174,16,10,825,448,348
239,173,16,3,702,478,346
208,173,16,2,763,416,346
317,172,16,4,581,634,344
219,172,16,10,838,438,344
122,172,16,26,735,244,344
304,171,16,43,686,608,342
227,171,16,6,748,454,342
181,171,16,15,792,362,342
339,170,16,10,631,678,340
289,170,16,30,865,578,340
253,170,16,10,678,506,340
191,170,16,1,714,382,340
174,167,16,1,725,348,334
273,166,16,5,596,546,332
249,166,16,8,639,498,332
181,165,16,1,748,362,330
290,164,16,1,621,580,328
318,163,16,18,638,636,326
265,163,16,7,615,530,326
240,163,16,13,609,480,326
196,163,16,35,1009,392,326
188,163,16,15,841,376,326
328,161,16,34,852,656,322
149,161,16,8,754,298,322
144,161,16,5,701,288,322
137,161,16,12,642,274,322
310,160,16,8,581,620,320
258,160,16,14,628,516,320
185,159,16,12,873,370,318
301,158,16,10,583,602,316
271,157,16,14,774,542,314
208,157,16,13,693,416,314
292,156,16,16,622,584,312
219,156,16,13,623,438,312
200,155,16,6,681,400,310
193,153,16,1,655,386,306
176,152,16,27,875,352,304
151,152,16,29,1030,302,304
166,151,16,11,716,332,302
129,150,16,14,686,258,300
191,149,16,1,608,382,298
167,146,16,8,653,334,292
138,146,16,10,583,276,292
148,140,16,3,539,296,280
164,138,16,3,561,328,276
207,370,17,14,696,414,740
226,366,17,1,557,452,732
190,366,17,8,676,380,732
210,363,17,6,761,420,726
215,362,17,29,896,430,724
215,361,17,1,767,430,722
172,360,17,15,667,344,720
166,360,17,3,596,332,720
180,356,17,10,676,360,712
159,355,17,13,806,318,710
378,354,17,2,542,756,708
215,354,17,5,706,430,708
250,353,17,2,531,500,706
224,353,17,12,730,448,706
368,352,17,18,658,736,704
195,351,17,38,1017,390,702
387,350,17,20,620,774,700
230,349,17,28,752,460,698
358,348,17,5,581,716,696
150,348,17,3,597,300,696
187,347,17,43,967,374,694
343,346,17,14,597,686,692
239,346,17,1,694,478,692
396,345,17,27,660,792,690
159,345,17,3,622,318,690
143,345,17,10,644,286,690
212,344,17,11,756,424,688
379,343,17,1,552,758,686
223,343,17,11,809,446,686
173,343,17,1,618,346,686
246,342,17,14,713,492,684
309,341,17,19,641,618,682
295,340,17,1,572,590,680
154,339,17,14,720,308,678
368,338,17,10,590,736,676
401,337,17,13,629,802,674
239,337,17,17,777,478,674
139,337,17,6,582,278,674
332,336,17,50,713,664,672
291,336,17,9,599,582,672
387,335,17,25,672,774,670
251,335,17,15,771,502,670
345,334,17,32,757,690,668
201,334,17,43,1019,402,668
169,334,17,7,637,338,668
396,333,17,8,606,792,666
229,333,17,17,819,458,666
222,332,17,12,886,444,664
330,331,17,4,713,660,662
308,331,17,17,661,616,662
213,331,17,30,1002,426,662
156,331,17,2,644,312,662
129,331,17,7,597,258,662
188,330,17,9,749,376,660
281,329,17,21,657,562,658
206,329,17,6,792,412,658
175,329,17,11,743,350,658
368,328,17,9,685,736,656
259,328,17,3,689,518,656
235,328,17,24,814,470,656
221,328,17,9,906,442,656
183,328,17,4,722,366,656
146,328,17,2,621,292,656
288,327,17,7,611,576,654
251,327,17,1,757,502,654
214,327,17,10,824,428,654
196,327,17,30,948,392,654
342,326,17,11,656,684,652
329,326,17,24,779,658,652
136,326,17,30,934,272,652
133,325,17,4,665,266,650
122,324,17,10,698,244,648
320,323,17,15,631,640,646
261,323,17,24,972,522,646
217,323,17,1,770,434,646
175,323,17,1,727,350,646
376,322,17,32,805,752,644
280,322,17,2,576,560,644
169,322,17,10,777,338,644
347,321,17,21,768,694,642
278,320,17,2,603,556,640
294,319,17,3,766,588,638
225,319,17,4,802,450,638
332,318,17,6,723,664,636
261,318,17,5,721,522,636
214,318,17,14,884,428,636
203,318,17,12,798,406,636
383,317,17,19,680,766,634
265,317,17,7,725,530,634
254,317,17,5,764,508,634
326,316,17,18,663,652,632
180,316,17,12,765,360,632
123,316,17,22,805,246,632
239,315,17,43,1186,478,630
230,315,17,22,912,460,630
198,315,17,1,732,396,630
141,315,17,14,714,282,630
118,315,17,2,638,236,630
314,314,17,1,727,628,628
332,313,17,30,765,664,626
291,313,17,14,893,582,626
165,313,17,8,796,330,626
297,312,17,108,1223,594,624
221,312,17,17,992,442,624
209,312,17,18,861,418,624
310,311,17,3,787,620,622
377,310,17,18,654,754,620
362,310,17,14,592,724,620
347,310,17,23,673,694,620
255,310,17,11,783,510,620
386,309,17,3,551,772,618
247,309,17,3,741,494,618
297,308,17,3,656,594,616
192,308,17,14,860,384,616
135,308,17,10,698,270,616
320,307,17,34,795,640,614
287,307,17,17,688,574,614
185,307,17,19,842,370,614
265,306,17,5,748,530,612
245,306,17,2,753,490,612
200,306,17,8,802,400,612
167,306,17,8,762,334,612
216,305,17,2,808,432,610
173,305,17,8,732,346,610
154,305,17,1,616,308,610
131,305,17,10,662,262,610
238,304,17,8,808,476,608
148,304,17,3,631,296,608
120,303,17,34,972,240,606
306,302,17,19,725,612,604
274,302,17,36,787,548,604
313,301,17,32,1186,626,602
129,301,17,3,700,258,602
118,300,17,13,837,236,600
297,299,17,10,676,594,598
198,298,17,6,840,396,596
190,297,17,5,756,380,594
100,297,17,87,1025,200,594
242,296,17,9,801,484,592
202,296,17,2,769,404,592
160,296,17,18,752,320,592
151,296,17,2,657,302,592
227,295,17,39,985,454,590
177,294,17,12,800,354,588
258,293,17,70,1002,516,586
94,293,17,5,674,188,586
304,292,17,22,1071,608,584
132,292,17,5,615,264,584
112,292,17,20,784,224,584
276,291,17,7,624,552,582
187,290,17,2,756,374,580
145,290,17,9,695,290,580
120,290,17,33,930,240,580
243,287,17,14,808,486,574
161,287,17,10,715,322,574
152,287,17,6,668,304,574
234,286,17,19,929,468,572
207,286,17,1,802,414,572
104,286,17,16,846,208,572
297,285,17,28,1044,594,570
217,285,17,21,899,434,570
192,285,17,1,746,384,570
152,285,17,1,612,304,570
253,284,17,18,824,506,568
227,284,17,12,850,454,568
177,284,17,11,765,354,568
139,283,17,28,760,278,566
96,283,17,31,982,192,566
325,282,17,2,538,650,564
250,282,17,6,808,500,564
125,282,17,8,693,250,564
118,282,17,20,971,236,564
333,281,17,12,602,666,562
272,281,17,19,942,544,562
181,281,17,4,745,362,562
201,280,17,19,971,402,560
306,279,17,19,657,612,558
262,279,17,39,1005,524,558
222,279,17,4,819,444,558
348,278,17,15,772,696,556
328,278,17,1,571,656,556
215,278,17,2,801,430,556
357,277,17,18,624,714,554
274,277,17,2,732,548,554
160,277,17,21,824,320,554
147,277,17,12,691,294,554
129,277,17,2,617,258,554
346,275,17,1,601,692,550
286,275,17,33,1158,572,550
234,275,17,31,1021,468,550
176,275,17,16,889,352,550
252,274,17,1,761,504,548
94,274,17,16,706,188,548
149,273,17,3,658,298,546
140,273,17,5,793,280,546
244,272,17,17,869,488,544
102,272,17,14,713,204,544
368,271,17,22,1153,736,542
301,271,17,8,628,602,542
238,271,17,4,866,476,542
354,270,17,14,833,708,540
314,270,17,16,927,628,540
261,270,17,20,955,522,540
109,270,17,3,649,218,540
376,269,17,6,689,752,538
293,269,17,16,867,586,538
282,269,17,8,793,564,538
241,268,17,1,787,482,536
181,268,17,10,837,362,536
136,268,17,16,1221,272,536
106,268,17,3,664,212,536
334,267,17,21,653,668,534
272,267,17,12,865,544,534
204,267,17,30,1215,408,534
371,266,17,12,777,742,532
344,266,17,23,1192,688,532
188,266,17,17,853,376,532
160,266,17,7,754,320,532
155,266,17,4,725,310,532
288,265,17,2,793,576,530
232,265,17,23,998,464,530
98,265,17,3,649,196,530
380,264,17,6,645,760,528
306,264,17,8,643,612,528
299,264,17,13,742,598,528
120,264,17,7,687,240,528
355,263,17,17,851,710,526
279,263,17,19,844,558,526
221,263,17,50,1501,442,526
210,263,17,7,861,420,526
184,263,17,1,759,368,526
142,263,17,3,624,284,526
135,263,17,5,751,270,526
126,263,17,29,729,252,526
315,260,17,34,699,630,520
103,260,17,3,654,206,520
249,259,17,23,1092,498,518
113,259,17,15,814,226,518
314,258,17,3,613,628,516
271,258,17,24,889,542,516
361,257,17,35,1010,722,514
261,257,17,19,783,522,514
243,257,17,8,842,486,514
287,256,17,33,1006,574,512
220,256,17,7,905,440,512
170,256,17,11,793,340,512
139,256,17,15,802,278,512
191,255,17,23,1042,382,510
185,255,17,10,771,370,510
152,255,17,11,749,304,510
126,255,17,6,706,252,510
297,254,17,19,715,594,508
181,253,17,7,807,362,506
161,253,17,11,757,322,506
373,252,17,38,831,746,504
273,252,17,6,774,546,504
202,252,17,4,799,404,504
167,251,17,4,779,334,502
154,251,17,12,799,308,502
145,251,17,4,697,290,502
370,250,17,4,688,740,500
351,249,17,22,650,702,498
264,249,17,22,1019,528,498
172,249,17,1,720,344,498
303,248,17,20,654,606,496
281,248,17,26,927,562,496
223,248,17,33,1117,446,496
187,248,17,7,785,374,496
335,247,17,23,679,670,494
248,247,17,33,833,496,494
243,247,17,1,779,486,494
207,247,17,25,866,414,494
149,247,17,1,684,298,494
97,247,17,16,811,194,494
131,246,17,18,923,262,492
118,246,17,34,1012,236,492
388,245,17,10,669,776,490
317,244,17,14,674,634,488
164,244,17,2,727,328,488
