x-512,y-512,time,size,intensity,x-1024,y-1024
207,370,0,11,695,414,740
196,367,0,7,678,392,734
189,365,0,12,801,378,730
210,363,0,9,831,420,726
214,361,0,33,896,428,722
167,360,0,3,641,334,720
172,359,0,13,703,344,718
159,354,0,15,966,318,708
195,353,0,35,1128,390,706
180,351,0,15,734,360,702
225,350,0,41,853,450,700
187,348,0,41,1032,374,696
151,347,0,3,634,302,694
238,346,0,3,737,476,692
143,345,0,9,647,286,690
222,344,0,11,910,444,688
212,344,0,10,807,424,688
158,344,0,7,723,316,688
243,342,0,26,812,486,684
310,341,0,18,643,620,682
139,341,0,6,632,278,682
175,340,0,1,701,350,680
290,339,0,1,550,580,678
201,339,0,32,1091,402,678
155,339,0,9,749,310,678
238,338,0,18,825,476,676
185,337,0,5,725,370,674
140,337,0,2,648,280,674
369,336,0,17,663,738,672
345,336,0,16,617,690,672
249,335,0,21,815,498,670
203,335,0,5,781,406,670
228,334,0,15,881,456,668
222,334,0,4,871,444,668
377,333,0,2,592,754,666
245,332,0,1,762,490,664
160,332,0,1,667,320,664
307,331,0,17,694,614,662
256,331,0,6,765,512,662
168,331,0,12,715,336,662
128,331,0,12,685,256,662
387,330,0,15,624,774,660
279,330,0,23,641,558,660
221,329,0,8,1004,442,658
205,329,0,8,845,410,658
175,329,0,14,818,350,658
286,328,0,10,650,572,656
250,328,0,1,776,500,656
235,328,0,19,908,470,656
146,328,0,1,637,292,656
212,327,0,45,1036,424,654
195,326,0,36,1013,390,652
137,326,0,28,1000,274,652
183,325,0,8,840,366,650
133,325,0,7,789,266,650
258,324,0,30,1320,516,648
122,324,0,17,842,244,648
344,323,0,21,723,688,646
332,323,0,70,823,664,646
216,323,0,4,850,432,646
175,323,0,1,771,350,646
394,322,0,22,663,788,644
350,321,0,17,732,700,642
276,321,0,11,663,552,642
169,321,0,13,926,338,642
163,321,0,6,734,326,642
310,320,0,50,837,620,640
225,319,0,5,850,450,638
385,318,0,3,673,770,636
254,318,0,3,802,508,636
214,318,0,14,1017,428,636
204,318,0,10,853,408,636
374,317,0,10,824,748,634
264,317,0,9,770,528,634
229,316,0,22,964,458,632
198,316,0,1,738,396,632
180,316,0,9,767,360,632
396,315,0,4,635,792,630
351,315,0,16,815,702,630
336,315,0,6,738,672,630
294,315,0,52,1233,588,630
239,315,0,44,1183,478,630
141,315,0,17,784,282,630
124,315,0,23,865,248,630
118,315,0,4,716,236,630
345,314,0,5,663,690,628
307,314,0,18,1161,614,628
290,314,0,15,874,580,628
329,313,0,18,693,658,626
315,313,0,9,787,630,626
321,312,0,3,761,642,624
208,312,0,18,936,416,624
370,311,0,2,635,740,622
220,311,0,21,1127,440,622
382,310,0,26,1088,764,620
336,310,0,19,861,672,620
311,310,0,4,817,622,620
255,310,0,10,889,510,620
351,309,0,17,800,702,618
286,309,0,12,701,572,618
267,309,0,2,762,534,618
247,309,0,3,787,494,618
221,308,0,2,907,442,616
192,308,0,15,910,384,616
185,308,0,18,901,370,616
264,307,0,4,792,528,614
135,307,0,20,852,270,614
321,306,0,19,766,642,612
215,306,0,1,822,430,612
351,305,0,2,570,702,610
201,305,0,14,870,402,610
173,305,0,8,773,346,610
165,305,0,26,947,330,610
313,304,0,22,993,626,608
238,304,0,10,861,476,608
131,304,0,14,904,262,608
386,303,0,21,1037,772,606
148,303,0,6,693,296,606
367,302,0,17,670,734,604
274,302,0,25,776,548,604
140,302,0,1,647,280,604
129,301,0,4,831,258,602
319,300,0,9,693,638,600
307,300,0,20,696,614,600
118,300,0,58,1275,236,600
296,299,0,11,751,592,598
235,298,0,7,932,470,596
217,298,0,8,882,434,596
197,298,0,10,947,394,596
380,297,0,19,1026,760,594
161,297,0,12,774,322,594
155,297,0,5,713,310,594
140,297,0,3,652,280,594
99,297,0,110,1320,198,594
241,296,0,11,884,482,592
201,296,0,2,807,402,592
388,295,0,5,565,776,590
228,295,0,27,1044,456,590
189,294,0,14,938,378,588
176,294,0,18,935,352,588
95,294,0,3,752,190,588
258,293,0,74,1235,516,586
303,292,0,19,1161,606,584
132,292,0,10,760,264,584
112,292,0,30,911,224,584
275,291,0,7,664,550,582
196,290,0,1,789,392,580
187,290,0,1,791,374,580
145,290,0,13,847,290,580
121,290,0,35,1152,242,580
207,289,0,3,836,414,578
243,288,0,16,914,486,576
295,286,0,25,1149,590,572
233,286,0,20,1026,466,572
206,286,0,1,846,412,572
152,286,0,8,737,304,572
113,286,0,1,723,226,572
104,286,0,17,1107,208,572
217,285,0,22,914,434,570
252,284,0,23,934,504,568
227,284,0,11,905,454,568
250,283,0,6,855,500,566
139,283,0,30,995,278,566
95,283,0,33,1212,190,566
330,282,0,14,607,660,564
125,282,0,9,843,250,564
119,282,0,21,1165,238,564
271,281,0,20,1102,542,562
177,281,0,20,834,354,562
261,280,0,33,1207,522,560
200,280,0,21,968,400,560
153,280,0,2,736,306,560
109,280,0,6,733,218,560
104,280,0,1,729,208,560
305,279,0,17,648,610,558
221,279,0,7,912,442,558
345,278,0,15,805,690,556
325,278,0,1,554,650,556
212,278,0,1,828,424,556
354,277,0,9,637,708,554
274,277,0,7,782,548,554
148,277,0,8,725,296,554
284,276,0,35,1261,568,552
133,276,0,1,678,266,552
129,276,0,5,720,258,552
251,275,0,1,827,502,550
233,275,0,30,1185,466,550
176,275,0,14,915,352,550
161,274,0,40,919,322,548
243,273,0,18,947,486,546
230,273,0,1,968,460,546
150,273,0,1,697,300,546
300,272,0,8,668,600,544
197,272,0,3,803,394,544
103,272,0,18,882,206,544
364,271,0,21,962,728,542
312,271,0,16,984,624,542
238,271,0,4,928,476,542
223,271,0,16,1305,446,542
94,271,0,27,817,188,542
351,270,0,14,853,702,540
291,270,0,16,977,582,540
280,270,0,7,817,560,540
260,270,0,23,1034,520,540
372,269,0,8,716,744,538
239,268,0,9,924,478,536
180,268,0,14,906,360,536
136,268,0,29,1520,272,536
367,267,0,9,806,734,534
341,267,0,20,1249,682,534
331,267,0,19,675,662,534
204,267,0,26,1345,408,534
106,267,0,18,786,212,534
305,266,0,5,653,610,532
285,266,0,5,858,570,532
188,266,0,15,916,376,532
297,265,0,13,810,594,530
232,265,0,19,1078,464,530
160,265,0,11,858,320,530
121,265,0,4,718,242,530
98,265,0,5,752,196,530
376,264,0,5,660,752,528
371,263,0,5,712,742,526
352,263,0,15,826,704,526
271,263,0,30,974,542,526
220,263,0,33,1542,440,526
209,263,0,7,856,418,526
159,263,0,2,770,318,526
143,263,0,1,664,286,526
127,263,0,32,920,254,526
182,262,0,5,862,364,524
135,262,0,9,924,270,524
313,261,0,36,730,626,522
298,260,0,4,698,596,520
249,259,0,24,1339,498,518
114,259,0,17,958,228,518
103,259,0,14,765,206,518
270,258,0,26,926,540,516
221,258,0,1,900,442,516
357,257,0,35,1037,714,514
285,257,0,38,1076,570,514
260,257,0,21,879,520,514
243,257,0,8,981,486,514
364,256,0,3,751,728,512
204,256,0,4,836,408,512
170,256,0,13,920,340,512
295,255,0,10,759,590,510
191,255,0,23,1203,382,510
126,255,0,7,828,252,510
121,255,0,2,774,242,510
185,254,0,11,826,370,508
152,254,0,17,915,304,508
107,254,0,2,731,214,508
101,254,0,6,731,202,508
273,253,0,8,880,546,506
181,253,0,5,847,362,506
162,253,0,12,791,324,506
368,252,0,37,804,736,504
245,252,0,1,820,490,504
365,251,0,2,647,730,502
154,251,0,10,841,308,502
249,250,0,25,1027,498,500
167,250,0,10,1012,334,500
139,250,0,35,1077,278,500
347,249,0,18,675,694,498
300,249,0,19,682,600,498
280,249,0,29,984,560,498
263,249,0,20,1083,526,498
222,249,0,35,1178,444,498
331,248,0,20,672,662,496
270,247,0,4,787,540,494
242,247,0,2,830,484,494
208,247,0,25,922,416,494
186,247,0,10,920,372,494
139,247,0,9,814,278,494
99,247,0,14,808,198,494
383,246,0,6,679,766,492
173,246,0,3,800,346,492
148,246,0,4,832,296,492
131,246,0,23,1156,262,492
313,245,0,10,684,626,490
118,245,0,44,1312,236,490
372,244,0,4,684,744,488
164,244,0,1,773,328,488
267,243,0,11,856,534,486
246,243,0,14,1016,492,486
291,242,0,20,724,582,484
274,242,0,12,1342,548,484
209,242,0,5,850,418,484
365,241,0,1,625,730,482
282,241,0,8,792,564,482
237,241,0,14,932,474,482
302,240,0,7,684,604,480
166,240,0,4,836,332,480
99,240,0,15,771,198,480
319,239,0,15,705,638,478
254,239,0,2,663,508,478
216,239,0,20,981,432,478
105,239,0,52,1028,210,478
263,238,0,8,843,526,476
230,238,0,8,852,460,476
183,238,0,11,858,366,476
140,238,0,6,806,280,476
121,238,0,15,788,242,476
191,237,0,23,1083,382,474
368,236,0,12,759,736,472
298,236,0,7,795,596,472
287,236,0,21,898,574,472
173,236,0,18,1130,346,472
351,235,0,31,851,702,470
205,235,0,8,867,410,470
145,235,0,7,823,290,470
378,234,0,67,923,756,468
242,234,0,28,957,484,468
201,234,0,5,846,402,468
163,234,0,1,817,326,468
335,233,0,22,742,670,466
150,233,0,6,876,300,466
296,232,0,12,900,592,464
289,232,0,1,692,578,464
264,232,0,17,899,528,464
225,231,0,6,897,450,462
214,231,0,18,1208,428,462
187,231,0,19,1136,374,462
367,230,0,21,750,734,460
220,230,0,5,896,440,460
173,230,0,7,901,346,460
166,230,0,4,883,332,460
355,229,0,7,687,710,458
240,229,0,10,927,480,458
162,229,0,4,895,324,458
320,228,0,25,741,640,456
313,228,0,5,580,626,456
285,227,0,1,693,570,454
266,227,0,2,726,532,454
246,227,0,1,763,492,454
146,227,0,11,860,292,454
111,227,0,32,1243,222,454
273,226,0,12,896,546,452
230,226,0,3,822,460,452
151,226,0,10,894,302,452
102,226,0,26,1155,204,452
213,225,0,3,833,426,450
375,224,0,18,946,750,448
337,224,0,20,768,674,448
205,223,0,11,909,410,446
349,222,0,20,880,698,444
285,222,0,13,778,570,444
261,222,0,1,752,522,444
201,222,0,9,961,402,444
180,222,0,23,1029,360,444
158,222,0,11,973,316,444
124,221,0,74,1057,248,442
302,220,0,23,859,604,440
268,220,0,12,943,536,440
186,220,0,7,946,372,440
112,220,0,23,1428,224,440
93,220,0,2,586,186,440
98,219,0,4,713,196,438
349,218,0,1,620,698,436
275,218,0,26,1200,550,436
253,217,0,8,831,506,434
238,217,0,40,1313,476,434
181,217,0,1,764,362,434
169,217,0,1,828,338,434
227,216,0,25,1186,454,432
126,216,0,10,803,252,432
383,215,0,12,689,766,430
355,215,0,23,781,710,430
301,215,0,1,632,602,430
286,215,0,3,657,572,430
312,214,0,25,694,624,428
144,214,0,22,885,288,428
263,213,0,32,913,526,426
215,213,0,25,1162,430,426
192,213,0,30,1475,384,426
387,212,0,1,596,774,424
290,212,0,12,730,580,424
185,212,0,9,931,370,424
372,211,0,36,973,744,422
332,211,0,12,761,664,422
246,211,0,12,858,492,422
237,211,0,6,953,474,422
201,211,0,16,1058,402,422
104,211,0,59,1810,208,422
176,210,0,2,845,352,420
364,209,0,31,989,728,418
155,209,0,3,776,310,418
138,209,0,1,736,276,418
128,209,0,4,753,256,418
229,208,0,17,1294,458,416
193,208,0,6,996,386,416
347,207,0,29,830,694,414
337,207,0,15,667,674,414
308,207,0,18,713,616,414
270,207,0,15,753,540,414
168,207,0,31,1089,336,414
118,206,0,17,996,236,412
296,205,0,40,985,592,410
253,205,0,29,847,506,410
239,205,0,22,1167,478,410
191,205,0,3,825,382,410
352,204,0,4,687,704,408
281,204,0,26,889,562,408
221,204,0,20,1044,442,408
123,204,0,12,913,246,408
207,203,0,28,1250,414,406
142,203,0,25,967,284,406
113,203,0,13,830,226,406
356,202,0,14,748,712,404
288,202,0,2,669,576,404
369,201,0,16,776,738,402
323,201,0,27,721,646,402
159,201,0,22,838,318,402
130,201,0,6,681,260,402
362,200,0,4,598,724,400
271,199,0,28,1047,542,398
183,199,0,18,927,366,398
175,199,0,11,934,350,398
171,199,0,2,838,342,398
116,199,0,12,776,232,398
312,197,0,15,640,624,394
303,197,0,11,694,606,394
191,197,0,12,972,382,394
333,196,0,9,670,666,392
318,196,0,2,579,636,392
184,196,0,4,824,368,392
151,196,0,23,981,302,392
347,195,0,1,743,694,390
218,195,0,28,1253,436,390
164,195,0,14,980,328,390
340,194,0,21,1200,680,388
238,194,0,23,1125,476,388
196,194,0,6,915,392,388
171,193,0,1,759,342,386
301,192,0,11,791,602,384
149,192,0,8,792,298,384
350,191,0,9,656,700,382
216,190,0,6,995,432,380
119,189,0,21,1156,238,378
332,188,0,18,798,664,376
221,188,0,1,835,442,376
248,187,0,8,708,496,374
225,187,0,11,952,450,374
193,187,0,4,903,386,374
142,187,0,17,1095,284,374
135,187,0,21,918,270,374
321,186,0,20,687,642,372
255,186,0,23,953,510,372
243,186,0,8,796,486,372
166,186,0,10,886,332,372
161,186,0,12,945,322,372
297,185,0,26,813,594,370
132,185,0,8,760,264,370
311,184,0,27,768,622,368
232,184,0,20,1253,464,368
222,184,0,2,891,444,368
149,184,0,7,770,298,368
281,183,0,38,763,562,366
111,183,0,16,687,222,366
211,182,0,1,871,422,364
172,182,0,13,840,344,364
128,182,0,5,719,256,364
200,181,0,101,1677,400,362
231,180,0,1,824,462,360
193,180,0,13,945,386,360
276,179,0,29,1181,552,358
274,179,0,1,770,548,358
266,179,0,21,914,532,358
216,178,0,19,961,432,356
163,178,0,14,927,326,356
343,177,0,13,627,686,354
243,177,0,13,803,486,354
234,177,0,24,938,468,354
330,176,0,14,721,660,352
116,176,0,12,690,232,352
322,175,0,7,634,644,350
201,175,0,7,870,402,350
155,175,0,10,995,310,350
225,174,0,10,909,450,348
213,174,0,1,812,426,348
240,173,0,1,687,480,346
301,172,0,38,698,602,344
220,172,0,9,852,440,344
122,172,0,27,783,244,344
252,171,0,8,751,504,342
227,171,0,10,856,454,342
182,171,0,14,847,364,342
335,170,0,9,626,670,340
287,170,0,28,863,574,340
191,170,0,1,768,382,340
208,169,0,9,806,416,338
248,165,0,11,768,496,330
214,165,0,1,709,428,330
315,164,0,17,657,630,328
288,164,0,1,622,576,328
264,164,0,4,635,528,328
157,164,0,1,729,314,328
324,163,0,31,860,648,326
239,163,0,14,664,478,326
189,163,0,13,882,378,326
171,163,0,4,776,342,326
196,162,0,35,1038,392,324
307,161,0,7,584,614,322
138,161,0,8,665,276,322
266,160,0,1,586,532,320
256,160,0,17,685,512,320
150,160,0,8,781,300,320
144,160,0,7,775,288,320
298,159,0,7,595,596,318
185,158,0,13,881,370,316
269,157,0,17,850,538,314
207,157,0,17,861,414,314
289,156,0,16,673,578,312
220,156,0,9,639,440,312
201,156,0,1,669,402,312
152,154,0,19,1063,304,308
193,152,0,2,723,386,304
176,151,0,26,1011,352,302
166,151,0,11,758,332,302
157,151,0,9,796,314,302
129,149,0,16,667,258,298
191,148,0,3,676,382,296
139,146,0,5,580,278,292
168,145,0,8,674,336,290
165,138,0,2,574,330,276
207,370,1,11,684,414,740
196,367,1,6,664,392,734
189,365,1,12,791,378,730
210,363,1,9,831,420,726
214,361,1,34,887,428,722
166,360,1,4,636,332,720
172,359,1,15,706,344,718
180,357,1,5,707,360,714
215,355,1,4,741,430,710
159,355,1,14,959,318,710
250,354,1,1,544,500,708
195,353,1,34,1120,390,706
183,351,1,7,734,366,702
225,350,1,39,826,450,700
187,348,1,40,995,374,696
238,346,1,2,745,476,692
150,346,1,7,640,300,692
143,345,1,10,648,286,690
222,344,1,12,911,444,688
211,344,1,11,809,422,688
158,344,1,7,691,316,688
243,342,1,26,808,486,684
310,341,1,18,649,620,682
140,341,1,3,612,280,682
361,339,1,3,591,722,678
201,339,1,34,1067,402,678
155,339,1,9,728,310,678
290,338,1,2,567,580,676
238,338,1,15,804,476,676
345,337,1,17,616,690,674
185,337,1,4,722,370,674
140,337,1,4,618,280,674
369,336,1,19,674,738,672
249,335,1,22,823,498,670
203,335,1,5,798,406,670
377,334,1,1,598,754,668
228,334,1,18,889,456,668
222,334,1,4,896,444,668
168,332,1,11,713,336,664
306,331,1,18,668,612,662
256,331,1,6,718,512,662
245,331,1,2,765,490,662
189,331,1,2,713,378,662
128,331,1,12,658,256,662
387,330,1,17,626,774,660
279,330,1,20,647,558,660
221,329,1,9,1024,442,658
206,329,1,6,810,412,658
175,329,1,13,841,350,658
287,328,1,8,630,574,656
235,328,1,19,896,470,656
146,328,1,3,668,292,656
250,327,1,2,778,500,654
212,327,1,45,1024,424,654
295,326,1,1,580,590,652
195,326,1,34,999,390,652
137,326,1,28,961,274,652
183,325,1,9,842,366,650
133,325,1,7,765,266,650
395,324,1,20,683,790,648
258,324,1,32,1280,516,648
122,324,1,17,841,244,648
332,323,1,68,831,664,646
217,323,1,4,874,434,646
344,322,1,40,713,688,644
175,322,1,2,762,350,644
154,322,1,1,620,308,644
276,321,1,9,648,552,642
168,321,1,14,892,336,642
164,321,1,2,731,328,642
310,320,1,50,875,620,640
261,319,1,1,795,522,638
225,319,1,5,862,450,638
385,318,1,5,662,770,636
373,318,1,9,730,746,636
214,318,1,14,999,428,636
203,318,1,11,867,406,636
397,317,1,1,618,794,634
264,317,1,10,779,528,634
180,317,1,9,782,360,634
229,316,1,21,975,458,632
350,315,1,17,833,700,630
336,315,1,6,722,672,630
294,315,1,52,1272,588,630
239,315,1,44,1197,478,630
141,315,1,16,768,282,630
123,315,1,26,832,246,630
119,315,1,4,698,238,630
344,314,1,8,627,688,628
306,314,1,20,1082,612,628
290,314,1,14,884,580,628
329,313,1,17,661,658,626
315,313,1,7,762,630,626
321,312,1,4,735,642,624
209,312,1,18,925,418,624
311,311,1,2,830,622,622
220,311,1,21,1117,440,622
381,310,1,30,1095,762,620
370,310,1,5,614,740,620
336,310,1,20,804,672,620
255,310,1,10,875,510,620
202,310,1,2,776,404,620
363,309,1,1,555,726,618
351,309,1,15,866,702,618
287,309,1,10,705,574,618
267,309,1,4,742,534,618
247,309,1,4,792,494,618
221,308,1,1,848,442,616
185,308,1,18,902,370,616
264,307,1,4,777,528,614
244,307,1,1,788,488,614
192,307,1,15,888,384,614
135,307,1,19,834,270,614
351,306,1,2,569,702,612
321,306,1,16,751,642,612
165,306,1,25,917,330,612
215,305,1,2,799,430,610
203,305,1,8,878,406,610
173,305,1,8,800,346,610
386,304,1,20,1007,772,608
313,304,1,22,959,626,608
237,304,1,12,850,474,608
131,304,1,13,834,262,608
148,303,1,5,695,296,606
121,303,1,39,1249,242,606
366,302,1,16,666,732,604
290,302,1,1,586,580,604
274,302,1,25,765,548,604
306,301,1,19,709,612,602
129,301,1,4,814,258,602
319,300,1,10,697,638,600
185,300,1,2,760,370,600
118,300,1,15,1064,236,600
297,299,1,10,728,594,598
380,298,1,18,939,760,596
235,298,1,8,909,470,596
217,298,1,7,882,434,596
197,298,1,10,981,394,596
161,298,1,10,750,322,596
184,297,1,2,763,368,594
155,297,1,6,735,310,594
141,297,1,2,651,282,594
99,297,1,101,1327,198,594
241,296,1,10,883,482,592
202,296,1,2,845,404,592
388,295,1,7,565,776,590
228,295,1,27,1034,456,590
190,294,1,13,907,380,588
176,294,1,15,899,352,588
94,294,1,5,738,188,588
258,293,1,72,1245,516,586
304,292,1,19,1153,608,584
275,292,1,6,645,550,584
132,292,1,12,717,264,584
110,292,1,34,930,220,584
187,290,1,1,771,374,580
145,290,1,13,862,290,580
121,290,1,36,1138,242,580
243,288,1,16,883,486,576
153,288,1,7,721,306,576
233,286,1,22,1008,466,572
206,286,1,6,845,412,572
113,286,1,1,722,226,572
104,286,1,17,1071,208,572
296,285,1,27,1112,592,570
216,285,1,23,911,432,570
191,285,1,2,752,382,570
252,284,1,20,904,504,568
227,284,1,12,903,454,568
250,283,1,7,906,500,566
139,283,1,32,996,278,566
96,283,1,34,1222,192,566
330,282,1,15,604,660,564
125,282,1,11,815,250,564
119,282,1,21,1184,238,564
271,281,1,19,1048,542,562
177,281,1,18,826,354,562
200,280,1,20,963,400,560
110,280,1,4,696,220,560
305,279,1,17,647,610,558
261,279,1,38,1165,522,558
221,279,1,7,900,442,558
359,278,1,2,579,718,556
345,278,1,16,846,690,556
147,278,1,10,723,294,556
354,277,1,6,643,708,554
285,277,1,33,1266,570,554
274,277,1,8,777,548,554
212,277,1,4,820,424,554
130,276,1,6,726,260,552
368,275,1,10,1041,736,550
336,275,1,1,593,672,550
251,275,1,1,812,502,550
234,275,1,32,1193,468,550
175,275,1,15,898,350,550
161,275,1,39,937,322,550
244,273,1,15,937,488,546
230,273,1,1,971,460,546
364,272,1,11,890,728,544
300,272,1,6,671,600,544
197,272,1,3,780,394,544
150,272,1,2,696,300,544
94,272,1,27,804,188,544
312,271,1,17,969,624,542
291,271,1,17,953,582,542
238,271,1,5,930,476,542
223,271,1,16,1357,446,542
123,271,1,2,693,246,542
351,270,1,13,870,702,540
260,270,1,22,1023,520,540
109,270,1,9,769,218,540
372,269,1,7,727,744,538
272,268,1,13,947,544,536
239,268,1,8,925,478,536
180,268,1,13,889,360,536
136,268,1,28,1534,272,536
367,267,1,10,792,734,534
341,267,1,22,1172,682,534
331,267,1,21,687,662,534
204,267,1,28,1385,408,534
103,267,1,27,832,206,534
305,266,1,4,665,610,532
187,266,1,18,927,374,532
297,265,1,14,833,594,530
286,265,1,3,869,572,530
232,265,1,19,1029,464,530
160,265,1,13,840,320,530
122,265,1,2,730,244,530
98,265,1,6,723,196,530
376,264,1,5,686,752,528
372,263,1,3,727,744,526
352,263,1,15,789,704,526
278,263,1,26,883,556,526
220,263,1,31,1542,440,526
209,263,1,7,880,418,526
159,263,1,1,759,318,526
127,263,1,31,894,254,526
369,262,1,1,744,738,524
197,262,1,1,800,394,524
182,262,1,5,848,364,524
142,262,1,5,730,284,524
135,262,1,7,892,270,524
313,261,1,36,740,626,522
311,260,1,1,611,622,520
298,260,1,4,728,596,520
249,259,1,24,1333,498,518
114,259,1,18,945,228,518
102,259,1,16,747,204,518
357,258,1,35,987,714,516
270,258,1,26,909,540,516
285,257,1,39,1040,570,514
260,257,1,20,883,520,514
243,257,1,9,941,486,514
221,257,1,2,894,442,514
204,256,1,4,824,408,512
121,256,1,1,744,242,512
295,255,1,10,738,590,510
191,255,1,27,1187,382,510
185,255,1,11,841,370,510
170,255,1,13,914,340,510
152,255,1,16,901,304,510
126,255,1,9,797,252,510
101,255,1,2,708,202,510
107,254,1,1,696,214,508
273,253,1,8,843,546,506
181,253,1,6,821,362,506
161,253,1,11,814,322,506
369,252,1,39,806,738,504
249,252,1,2,860,498,504
244,252,1,2,823,488,504
365,251,1,5,686,730,502
204,251,1,1,817,408,502
154,251,1,12,868,308,502
346,250,1,18,668,692,500
167,250,1,10,958,334,500
301,249,1,17,674,602,498
280,249,1,28,971,560,498
263,249,1,20,1092,526,498
251,249,1,19,1032,502,498
234,249,1,2,818,468,498
222,249,1,33,1168,444,498
139,249,1,35,1016,278,498
331,248,1,18,690,662,496
208,247,1,24,925,416,494
186,247,1,12,948,372,494
140,247,1,7,788,280,494
99,247,1,13,819,198,494
383,246,1,7,685,766,492
270,246,1,5,813,540,492
172,246,1,6,820,344,492
131,246,1,22,1122,262,492
313,245,1,11,677,626,490
118,245,1,42,1297,236,490
177,244,1,1,799,354,488
373,243,1,6,696,746,486
267,243,1,10,875,534,486
246,243,1,15,998,492,486
291,242,1,20,726,582,484
274,242,1,12,1321,548,484
210,242,1,4,842,420,484
282,241,1,8,817,564,482
237,241,1,13,962,474,482
302,240,1,6,664,604,480
99,240,1,13,743,198,480
319,239,1,16,712,638,478
254,239,1,2,665,508,478
216,239,1,19,974,432,478
105,239,1,55,1008,210,478
263,238,1,8,824,526,476
231,238,1,3,804,462,476
191,238,1,20,1069,382,476
183,238,1,13,876,366,476
140,238,1,7,785,280,476
121,238,1,14,764,242,476
366,237,1,18,769,732,474
242,237,1,14,920,484,474
298,236,1,8,793,596,472
287,236,1,21,879,574,472
173,236,1,18,1109,346,472
351,235,1,32,859,702,470
201,235,1,4,838,402,470
146,235,1,4,792,292,470
378,234,1,67,904,756,468
260,234,1,1,679,520,468
244,234,1,12,940,488,468
205,234,1,13,891,410,468
335,233,1,24,774,670,466
163,233,1,3,846,326,466
150,233,1,6,860,300,466
264,232,1,16,869,528,464
296,231,1,14,871,592,462
226,231,1,3,853,452,462
214,231,1,19,1145,428,462
187,231,1,19,1142,374,462
121,231,1,1,751,242,462
367,230,1,22,743,734,460
220,230,1,7,861,440,460
173,230,1,6,921,346,460
165,230,1,6,888,330,460
356,229,1,6,668,712,458
328,229,1,1,598,656,458
240,229,1,10,917,480,458
162,229,1,4,877,324,458
320,228,1,24,752,640,456
225,228,1,2,869,450,456
169,228,1,3,843,338,456
146,228,1,9,835,292,456
313,227,1,8,585,626,454
303,227,1,2,656,606,454
273,227,1,11,885,546,454
266,227,1,4,720,532,454
111,227,1,32,1171,222,454
230,226,1,2,826,460,452
213,226,1,1,803,426,452
156,226,1,1,791,312,452
151,226,1,11,893,302,452
102,225,1,26,1095,204,450
375,224,1,16,934,750,448
337,224,1,19,687,674,448
350,223,1,20,902,700,446
205,223,1,11,894,410,446
180,223,1,21,1001,360,446
285,222,1,13,770,570,444
262,222,1,1,687,524,444
201,222,1,10,947,402,444
158,222,1,11,942,316,444
220,221,1,1,842,440,442
124,221,1,72,1041,248,442
268,220,1,12,897,536,440
186,220,1,7,925,372,440
112,220,1,24,1478,224,440
93,220,1,2,579,186,440
302,219,1,20,837,604,438
98,219,1,5,675,196,438
275,218,1,27,1253,550,436
253,218,1,5,844,506,436
159,218,1,2,782,318,436
349,217,1,2,656,698,434
238,217,1,42,1332,476,434
181,217,1,1,753,362,434
169,217,1,2,808,338,434
383,216,1,11,705,766,432
226,216,1,26,1179,452,432
126,216,1,10,810,252,432
355,215,1,24,764,710,430
300,215,1,2,652,600,430
286,215,1,3,660,572,430
311,214,1,27,698,622,428
144,214,1,21,852,288,428
263,213,1,33,896,526,426
215,213,1,26,1160,430,426
192,213,1,32,1451,384,426
332,212,1,11,821,664,424
290,212,1,13,725,580,424
237,212,1,6,914,474,424
185,212,1,10,941,370,424
104,212,1,58,1763,208,424
372,211,1,37,967,744,422
323,211,1,3,618,646,422
246,211,1,15,859,492,422
201,211,1,18,999,402,422
365,209,1,29,1008,730,418
175,209,1,6,864,350,418
159,209,1,5,801,318,418
138,209,1,1,741,276,418
128,209,1,2,706,256,418
338,208,1,12,680,676,416
193,208,1,6,962,386,416
155,208,1,5,820,310,416
347,207,1,27,852,694,414
308,207,1,17,708,616,414
228,207,1,20,1324,456,414
168,207,1,29,1092,336,414
270,206,1,18,763,540,412
184,206,1,1,805,368,412
118,206,1,15,981,236,412
296,205,1,37,945,592,410
253,205,1,35,852,506,410
239,205,1,22,1174,478,410
352,204,1,4,682,704,408
315,204,1,1,617,630,408
221,204,1,21,1039,442,408
123,204,1,11,879,246,408
281,203,1,24,874,562,406
142,203,1,24,1014,284,406
113,203,1,14,830,226,406
356,202,1,15,733,712,404
288,202,1,4,689,576,404
207,202,1,29,1185,414,404
369,201,1,17,771,738,402
323,201,1,31,708,646,402
160,201,1,13,844,320,402
130,201,1,3,674,260,402
363,200,1,4,638,726,400
271,199,1,28,992,542,398
183,199,1,15,933,366,398
171,199,1,2,842,342,398
116,199,1,10,757,232,398
175,198,1,11,884,350,396
312,197,1,15,643,624,394
303,197,1,11,688,606,394
191,197,1,10,953,382,394
334,196,1,7,659,668,392
184,196,1,2,821,368,392
164,196,1,14,1018,328,392
150,196,1,25,972,300,392
347,195,1,1,733,694,390
318,195,1,3,576,636,390
218,195,1,27,1314,436,390
340,194,1,19,1186,680,388
238,194,1,21,1060,476,388
196,194,1,4,888,392,388
171,193,1,2,764,342,386
301,192,1,13,770,602,384
150,192,1,6,805,300,384
350,191,1,10,684,700,382
216,190,1,7,977,432,380
119,189,1,20,1140,238,378
333,188,1,19,808,666,376
248,187,1,7,703,496,374
