0,0,386.0,374.0
0,1,386.0,374.0
0,2,386.0,374.0
0,3,386.0,374.0
0,4,386.0,374.0
0,5,386.0,374.0
0,6,386.0,374.0
0,7,386.0,374.0
0,8,386.0,374.0
0,9,386.0,374.0
0,10,386.0,374.0
0,11,386.0,374.0
0,12,386.0,374.0
0,13,386.0,374.0
0,14,386.0,374.0
0,15,386.0,374.0
0,16,386.0,374.0
0,17,385.60000000000002,374.0
0,18,385.19999999999999,374.0
0,19,384.80000000000001,374.0
0,20,384.39999999999998,374.0
0,21,384.0,374.0
0,22,386.0,374.0
0,23,386.0,374.0
0,24,386.0,374.0
0,25,386.0,374.0
0,26,386.0,374.0
0,27,386.0,374.0
0,28,386.0,374.0
0,29,386.0,374.0
0,30,386.0,374.0
0,31,386.0,374.0
0,32,386.0,374.0
0,33,386.0,374.0
0,34,386.0,374.0
0,35,386.0,374.0
0,36,386.0,376.0
0,37,386.0,376.0
0,38,386.0,376.0
0,39,386.0,376.0
0,40,386.0,376.0
0,41,386.0,376.0
0,42,386.0,376.0
0,43,386.0,376.0
0,44,386.0,376.0
0,45,386.0,376.0
0,52,388.0,380.0
0,53,387.0,380.0
0,54,386.0,380.0
0,55,386.0,380.0
0,56,386.0,380.0
0,57,386.0,380.0
0,58,386.0,380.0
0,59,386.0,380.0
0,60,386.0,380.0
0,61,386.0,380.0
0,62,388.0,382.0
0,63,386.0,382.0
0,64,386.0,382.0
0,65,386.0,382.0
0,66,386.0,382.0
0,67,386.0,382.0
0,68,386.0,382.0
0,69,386.0,382.0
1,14,538.0,466.0
1,15,538.16666666666663,465.83333333333331
1,16,538.33333333333337,465.66666666666669
1,17,538.5,465.5
1,18,538.66666666666663,465.33333333333331
1,19,538.83333333333337,465.16666666666669
1,20,539.0,465.0
1,21,539.16666666666663,464.83333333333331
1,22,539.33333333333337,464.66666666666669
1,23,539.5,464.5
1,24,539.66666666666663,464.33333333333331
1,25,539.83333333333337,464.16666666666669
1,26,540.0,464.0
1,27,540.0,464.0
1,28,540.0,464.0
1,29,540.0,464.0
1,30,540.0,464.0
1,31,540.0,464.0
1,32,540.0,464.0
1,33,540.0,464.0
1,34,540.0,464.0
1,35,540.0,464.0
1,36,540.5,463.5
1,37,541.0,463.0
1,38,541.5,462.5
1,39,542.0,462.0
1,40,542.0,468.0
1,41,542.0,468.0
1,42,544.0,468.0
1,43,544.0,468.0
1,44,544.0,468.0
1,45,544.0,468.0
1,46,544.0,468.0
1,47,546.0,468.0
1,48,546.0,466.0
1,49,546.0,466.0
1,50,546.0,466.0
1,51,546.0,466.0
1,52,546.0,466.0
1,53,546.0,466.0
1,54,546.0,466.0
1,55,546.0,466.0
1,56,548.0,466.0
1,57,548.0,466.0
1,58,548.0,464.0
1,59,548.0,464.0
1,60,548.0,464.0
1,61,548.0,464.0
1,62,548.0,462.0
1,63,548.0,462.0
1,64,548.0,462.0
1,65,550.0,462.0
1,66,550.0,462.0
1,67,550.0,462.0
1,68,550.0,462.0
1,69,550.0,462.0
1,70,550.0,460.0
1,71,550.0,460.0
1,72,550.0,460.0
1,73,550.0,460.0
